star1,star2,angsep,separation,lnL1/L2,group_id,group_size
6155,6217,165.622,5.477,6.61,8,47
6155,6374,121.513,3.076,6.28,8,47
6156,10545,81.258,9.767,6.16,3421,2
6157,6280,70.664,7.086,6.80,3422,2
6161,7265,30.249,2.037,6.62,3423,2
6162,6250,114.068,6.606,7.16,93,4
6162,6419,182.978,9.638,7.14,93,4
6163,7661,220.471,8.484,6.30,10,29
6163,7758,263.716,9.397,6.75,10,29
6164,6237,90.971,6.770,6.32,16,18
6164,6238,86.044,6.316,6.54,16,18
6164,6254,113.375,7.666,6.63,16,18
6164,6555,102.207,5.947,6.59,16,18
6166,8389,242.957,9.609,6.79,0,151
6166,6222,84.261,4.259,6.96,0,151
6166,6388,101.743,5.306,7.25,0,151
6166,10211,213.610,8.274,7.02,0,151
6166,6256,92.110,5.598,6.78,0,151
6166,6167,4.879,3.777,6.69,0,151
6166,6170,15.496,1.644,6.96,0,151
6166,6253,90.435,4.560,7.20,0,151
6166,6183,14.420,5.048,7.31,0,151
6166,6185,24.700,1.336,6.26,0,151
6166,6187,32.180,4.865,6.64,0,151
6166,6190,37.457,4.408,6.88,0,151
6166,6201,58.670,5.853,7.42,0,151
6166,6200,64.971,9.744,6.12,0,151
6166,6203,59.919,2.421,7.07,0,151
6166,6182,42.537,2.637,6.74,0,151
6166,6455,188.509,9.748,7.42,0,151
6167,6252,79.456,6.024,6.95,0,151
6167,6171,11.015,7.213,7.54,0,151
6167,6185,25.250,4.822,6.73,0,151
6167,6473,186.036,9.648,7.18,0,151
6167,10371,212.340,9.526,6.75,0,151
6167,6388,103.364,8.427,6.81,0,151
6167,8389,244.234,9.651,6.38,0,151
6167,10211,214.635,9.907,6.78,0,151
6167,6253,88.655,3.568,6.59,0,151
6167,6182,39.066,2.285,7.78,0,151
6167,6256,90.942,3.617,7.19,0,151
6167,6170,10.638,2.277,7.55,0,151
6167,6183,16.299,1.401,6.95,0,151
6167,6187,33.524,1.615,7.10,0,151
6167,6190,37.995,1.544,7.19,0,151
6167,6222,81.711,3.352,6.81,0,151
6167,6200,63.422,6.175,6.48,0,151
6167,6203,55.799,3.695,6.13,0,151
6167,9088,226.549,9.008,6.03,0,151
6167,6201,54.153,2.680,7.23,0,151
6170,8389,248.444,9.637,6.75,0,151
6170,6222,75.866,3.185,6.91,0,151
6170,6252,75.687,4.129,6.30,0,151
6170,6388,106.483,6.584,6.65,0,151
6170,10211,218.365,8.933,6.94,0,151
6170,6253,84.468,3.565,6.90,0,151
6170,6256,88.089,4.418,7.01,0,151
6170,6171,2.289,9.439,7.22,0,151
6170,6185,28.335,2.710,6.30,0,151
6170,6182,31.761,1.340,7.73,0,151
6170,6183,22.847,3.597,6.89,0,151
6170,6187,37.480,3.491,7.02,0,151
6170,6190,40.088,3.059,7.34,0,151
6170,6200,60.089,8.221,6.11,0,151
6170,6203,46.597,1.946,6.57,0,151
6170,6201,44.070,4.224,7.02,0,151
6171,6201,43.185,5.851,6.29,0,151
6171,6191,35.625,4.449,6.23,0,151
6171,6256,85.828,7.507,7.11,0,151
6171,6182,29.874,8.983,7.15,0,151
6171,6183,21.545,6.018,6.11,0,151
6171,10371,213.943,9.201,6.38,0,151
6171,6187,35.583,6.432,6.61,0,151
6171,6190,37.981,6.979,7.05,0,151
6171,6222,73.826,8.734,6.54,0,151
6171,6193,40.794,8.535,6.72,0,151
6171,6200,57.837,2.850,6.05,0,151
6171,6473,183.480,7.633,7.64,0,151
6171,9307,90.778,4.397,6.12,0,151
6171,6272,118.170,6.117,6.28,0,151
6172,7204,116.419,9.311,6.08,184,3
6173,10357,118.120,8.675,7.66,3424,2
6174,8678,71.109,7.062,6.29,3425,2
6175,6450,83.611,8.080,6.30,22,11
6175,6369,18.870,8.277,6.47,22,11
6175,7686,113.248,5.960,6.94,22,11
6175,7439,53.263,4.062,7.30,22,11
6175,7849,139.907,7.359,6.18,22,11
6177,9781,156.081,6.739,6.14,3426,2
6178,6374,299.447,7.357,6.31,8,47
6178,6614,355.962,8.891,6.68,8,47
6179,8310,127.734,6.945,6.43,3427,2
6180,9585,120.158,9.833,6.37,143,3
6182,6222,44.477,1.859,6.72,0,151
6182,6388,92.833,6.736,6.63,0,151
6182,6252,47.022,3.923,7.07,0,151
6182,6256,60.632,3.262,7.33,0,151
6182,6185,32.088,3.260,6.50,0,151
6182,6187,38.190,3.028,6.67,0,151
6182,6190,34.338,2.487,7.17,0,151
6182,6200,33.347,7.451,6.76,0,151
6182,6183,37.881,3.301,6.75,0,151
6183,6388,87.367,9.315,7.24,0,151
6183,6190,23.487,1.261,6.34,0,151
6183,6252,69.798,6.978,6.29,0,151
6183,6253,79.356,3.749,6.94,0,151
6183,6256,79.843,3.232,6.53,0,151
6183,6185,11.141,5.983,6.47,0,151
6183,10371,227.785,9.643,6.38,0,151
6183,6187,17.777,0.771,7.12,0,151
6183,6222,75.144,3.718,6.93,0,151
6183,6200,53.715,4.887,6.50,0,151
6183,6201,58.603,2.354,7.32,0,151
6183,6203,57.341,4.792,6.74,0,151
6185,6222,65.203,4.472,6.37,0,151
6185,10211,237.796,9.010,6.15,0,151
6185,6253,68.544,4.696,6.29,0,151
6185,6252,58.943,2.277,6.84,0,151
6185,6256,68.738,5.894,6.30,0,151
6185,6388,78.495,4.010,6.78,0,151
6185,6187,9.222,5.664,6.68,0,151
6185,6190,12.791,5.137,6.41,0,151
6185,6201,55.157,6.690,6.60,0,151
6185,6455,165.277,8.451,6.16,0,151
6186,6236,49.371,7.685,6.26,3428,2
6187,6222,65.473,3.223,6.60,0,151
6187,6253,66.547,3.153,6.74,0,151
6187,6388,69.844,8.794,7.01,0,151
6187,6201,62.129,2.555,6.77,0,151
6187,6252,56.904,6.503,6.91,0,151
6187,6256,65.165,2.601,6.66,0,151
6187,6190,7.681,0.618,6.54,0,151
6187,6200,41.562,4.986,6.63,0,151
6187,6203,57.913,4.526,6.33,0,151
6187,6473,154.228,8.088,6.95,0,151
6189,9285,237.758,4.176,8.56,3429,2
6190,6222,58.037,2.673,6.63,0,151
6190,6252,49.223,5.894,6.32,0,151
6190,6388,66.403,8.238,6.53,0,151
6190,6253,58.866,2.612,6.97,0,151
6190,6256,57.649,2.275,6.80,0,151
6190,6200,33.925,5.411,6.38,0,151
6190,6201,58.658,2.623,6.73,0,151
6190,6203,53.413,3.971,6.44,0,151
6190,6473,148.364,8.263,6.55,0,151
6191,9307,101.832,4.725,6.02,0,151
6191,6473,148.400,8.142,6.07,0,151
6193,6200,21.825,9.971,6.55,0,151
6193,6247,77.140,3.508,7.07,0,151
6195,7883,222.608,7.694,6.56,3430,2
6197,9334,0.430,0.351,7.24,3431,2
6200,6222,25.017,6.720,6.19,0,151
6200,6473,128.167,5.271,6.42,0,151
6200,6253,25.643,6.544,6.42,0,151
6200,6256,28.046,5.212,6.49,0,151
6200,6272,61.371,5.766,6.08,0,151
6200,6201,50.769,4.503,6.87,0,151
6201,6222,50.223,3.292,7.29,0,151
6201,6253,65.071,3.546,8.49,0,151
6201,6252,59.921,7.191,6.06,0,151
6201,6256,74.038,3.121,6.84,0,151
6201,6272,96.557,10.000,6.63,0,151
6201,10371,229.463,9.605,6.66,0,151
6201,6203,10.249,4.628,6.85,0,151
6202,8369,10.139,2.954,6.97,3432,2
6203,6222,40.134,2.513,6.90,0,151
6203,6388,105.831,5.980,6.53,0,151
6203,6232,77.939,3.055,6.07,0,151
6203,6253,54.828,3.026,6.82,0,151
6203,6256,63.834,4.318,6.51,0,151
6204,6238,73.949,5.148,6.17,16,18
6204,6254,100.711,7.625,6.15,16,18
6204,6555,98.775,5.699,6.19,16,18
6207,9257,134.907,9.091,6.19,267,3
6208,8097,1.101,3.377,7.42,3433,2
6209,9312,114.281,8.595,6.27,3434,2
6212,6300,47.411,7.606,6.04,3435,2
6216,9560,212.974,8.456,6.22,3436,2
6220,6221,1.501,6.692,6.62,3437,2
6222,6252,17.165,4.225,6.37,0,151
6222,6256,28.077,1.906,6.60,0,151
6222,6388,81.690,7.141,6.98,0,151
6222,6253,16.553,0.670,6.87,0,151
6222,6473,126.109,8.732,6.71,0,151
6223,7471,242.783,9.489,6.70,3438,2
6224,10101,353.937,9.208,6.26,3439,2
6226,9864,384.319,5.579,6.34,3440,2
6229,9143,187.619,5.806,6.18,3441,2
6230,6231,0.396,0.063,7.90,3442,2
6233,6621,113.347,8.367,6.26,11,25
6237,6238,18.507,8.207,6.34,16,18
6238,6254,27.795,7.971,6.56,16,18
6238,6244,13.160,4.776,6.55,16,18
6238,6555,27.808,3.604,6.72,16,18
6239,6957,75.063,5.775,6.77,3443,2
6241,9669,100.251,6.568,6.42,3444,2
6242,6243,0.575,1.083,6.71,3445,2
6244,6555,37.730,2.639,6.11,16,18
6245,6276,76.541,1.848,7.11,265,3
6246,7214,43.569,3.683,6.99,3446,2
6247,6272,76.618,6.569,6.39,0,151
6250,8647,204.781,6.214,7.01,93,4
6250,6419,101.710,3.632,8.23,93,4
6251,6556,41.579,0.561,7.56,201,3
6252,6388,64.539,3.305,7.01,0,151
6252,6256,14.150,5.756,6.99,0,151
6253,6256,12.067,1.454,6.69,0,151
6253,6388,68.064,7.101,6.98,0,151
6254,6518,50.387,7.165,6.15,16,18
6254,6555,23.339,4.771,6.78,16,18
6255,8748,64.044,9.435,6.12,3447,2
6256,6388,56.544,8.274,6.36,0,151
6256,6473,101.517,6.908,7.07,0,151
6258,10560,140.810,7.900,6.77,3448,2
6260,7001,154.225,5.933,7.10,3449,2
6265,6267,6.258,1.875,6.40,3450,2
6268,10263,2.483,0.299,6.07,3451,2
6270,6275,15.599,2.241,7.50,3452,2
6271,8214,94.000,8.926,6.59,3453,2
6272,6473,85.997,5.900,6.20,0,151
6273,6364,145.319,6.015,6.02,3454,2
6274,6515,210.120,9.857,6.02,3455,2
6279,6924,161.350,5.897,8.58,3456,2
6282,10485,107.270,4.566,7.03,3457,2
6283,6284,0.034,7.152,6.24,3458,2
6285,7067,444.204,9.897,6.11,3459,2
6286,6619,223.607,9.230,6.34,3460,2
6287,9146,280.937,7.684,6.31,3461,2
6288,6322,185.725,8.175,6.34,3462,2
6289,8125,17.652,0.772,8.89,3463,2
6292,7706,0.448,1.231,6.36,3464,2
6293,6626,3.426,0.148,8.02,3465,2
6294,6502,68.789,8.923,6.57,268,3
6294,6428,47.141,8.039,6.23,268,3
6295,7459,403.065,9.402,6.11,3466,2
6296,7262,74.020,6.553,6.49,3467,2
6298,6299,0.943,2.863,7.18,3468,2
6301,6302,0.404,5.006,6.27,3469,2
6303,8598,129.586,9.121,6.64,3470,2
6304,8123,118.067,9.186,6.98,3471,2
6306,9256,591.783,8.551,6.32,3472,2
6307,6411,145.430,5.907,6.93,39,7
6308,9018,140.033,6.461,7.30,3473,2
6311,6312,0.680,0.483,6.52,3474,2
6313,9460,8.522,2.005,6.79,3475,2
6314,7748,65.016,8.035,6.10,3476,2
6315,9464,370.218,7.519,7.79,130,3
6320,9190,197.688,9.291,6.59,3477,2
6321,9222,99.801,4.490,6.67,55,5
6324,8686,172.797,7.332,6.59,3478,2
6325,6389,32.366,2.188,6.09,3479,2
6328,8102,162.103,9.426,6.18,3480,2
6331,7485,121.140,8.211,6.56,3481,2
6335,9362,48.437,8.792,6.51,3482,2
6336,7547,109.055,4.788,6.12,3483,2
6337,6338,0.223,2.250,7.09,3484,2
6339,8622,1.709,0.793,6.41,3485,2
6340,6448,23.527,2.181,6.13,3486,2
6342,6427,82.678,6.240,7.06,3487,2
6343,10261,467.956,6.175,6.02,3488,2
6344,8336,174.155,8.670,6.59,91,4
6345,6359,43.884,6.052,7.44,3489,2
6347,8235,149.252,8.978,6.27,3490,2
6350,8122,2.247,1.384,8.91,3491,2
6352,9047,156.427,8.472,6.12,3492,2
6353,7038,132.391,7.506,6.03,3493,2
6355,7509,186.944,9.918,6.04,3494,2
6356,8172,191.915,7.846,6.07,3495,2
6357,6362,0.312,1.814,7.92,3496,2
6361,7966,159.377,6.847,6.61,3497,2
6363,6491,202.984,9.810,7.40,3498,2
6365,6366,40.036,7.027,7.32,3499,2
6369,7621,136.286,6.838,6.44,22,11
6369,6450,69.975,3.788,6.19,22,11
6370,10079,116.490,9.642,6.91,3500,2
6371,7721,126.285,8.925,6.03,3501,2
6372,7031,42.479,8.189,6.08,3502,2
6373,6381,12.188,0.969,7.47,269,3
6373,6463,181.053,7.101,6.40,269,3
6375,6376,0.075,3.579,6.70,3503,2
6377,6521,99.022,7.679,6.16,3504,2
6378,6382,0.562,0.464,7.27,3505,2
6381,6463,170.910,7.178,6.73,269,3
6385,6444,34.474,2.878,6.39,3506,2
6388,6535,164.625,9.384,6.52,0,151
6388,6455,86.822,4.445,6.96,0,151
6390,6704,72.667,3.586,7.65,3507,2
6391,6462,95.990,9.740,6.56,3508,2
6395,8039,36.213,4.283,6.11,3509,2
6396,9399,175.996,9.267,6.35,3510,2
6397,6508,74.331,6.703,8.70,3511,2
6398,6424,95.094,6.173,6.08,3512,2
6399,6400,0.834,1.210,7.55,3513,2
6407,6408,0.549,0.646,8.23,3514,2
6409,8743,162.360,8.436,6.02,94,4
6412,6451,69.184,7.887,6.85,3515,2
6413,6900,275.405,7.560,6.03,3516,2
6414,10320,2.866,0.044,7.55,3517,2
6416,9916,212.933,9.926,6.91,3518,2
6417,6697,0.711,2.695,7.63,3519,2
6419,8647,108.085,2.932,7.56,93,4
6422,6789,763.271,9.738,6.58,3520,2
6423,8600,139.499,5.576,6.18,3521,2
6425,10159,1.573,1.730,7.22,3522,2
6426,6434,14.135,6.489,6.34,5,59
6426,6456,50.905,6.255,6.19,5,59
6429,7241,201.733,5.015,6.08,270,3
6429,7191,157.202,3.483,7.17,270,3
6430,8853,393.544,6.633,6.71,3523,2
6433,8288,171.659,9.789,6.40,35,7
6437,6659,72.149,3.818,6.26,3524,2
6438,9866,279.131,9.739,6.23,3525,2
6440,8592,235.621,8.711,6.01,271,3
6441,6825,7.079,2.225,7.40,3526,2
6442,6940,185.038,9.271,6.22,3527,2
6443,9827,1.446,3.891,8.16,3528,2
6446,6456,26.331,3.975,6.46,5,59
6446,6566,62.844,3.678,6.94,5,59
6447,6456,25.503,1.432,6.22,5,59
6447,6566,62.503,3.480,6.04,5,59
6450,6551,53.787,7.679,6.17,22,11
6450,7686,88.022,8.355,6.12,22,11
6452,7226,88.813,7.565,6.84,3529,2
6454,6542,134.799,8.122,6.20,3530,2
6455,6535,146.812,6.681,6.18,0,151
6456,7660,168.578,7.408,6.86,5,59
6456,6566,38.998,2.116,8.51,5,59
6457,10335,436.442,7.898,7.48,3531,2
6458,6883,111.542,6.012,6.22,3532,2
6461,10389,219.335,6.991,7.08,3,114
6464,8180,8.352,4.748,8.85,3533,2
6465,7659,83.073,4.338,6.53,3534,2
6466,9030,264.324,6.548,6.25,3535,2
6468,10253,144.643,8.958,7.26,272,3
6468,8020,249.019,8.719,6.59,272,3
6471,8148,1.168,5.773,6.60,3536,2
6472,10190,165.811,9.554,6.67,3537,2
6473,9307,202.724,9.048,6.24,0,151
6476,8208,76.130,8.554,6.47,273,3
6477,6478,0.217,4.086,6.52,3538,2
6480,10587,204.393,7.317,6.08,3539,2
6481,6489,30.741,5.732,6.04,3540,2
6483,9261,133.737,8.555,6.34,3541,2
6484,8741,142.501,9.062,6.07,3542,2
6488,8713,666.231,6.992,6.58,3543,2
6490,8159,22.226,5.307,6.63,3544,2
6494,10183,563.881,9.567,6.68,3545,2
6495,7825,26.496,9.792,6.75,3546,2
6497,7274,267.726,8.001,6.01,3547,2
6499,8791,171.776,7.733,6.05,3548,2
6500,6540,108.952,7.193,6.25,3549,2
6501,7573,349.985,9.094,6.20,3550,2
6505,6842,101.111,8.766,6.87,3551,2
6506,10402,0.867,0.008,6.31,3552,2
6507,8974,102.157,5.877,6.03,3553,2
6509,6809,203.060,9.345,6.23,40,7
6509,7006,209.487,9.332,6.13,40,7
6510,8063,252.221,7.450,6.60,3554,2
6511,6844,191.805,4.547,6.69,3555,2
6512,10319,214.050,5.798,6.58,3556,2
6513,7610,33.707,5.265,7.84,1,125
6517,6769,163.820,6.408,6.52,3557,2
6520,6646,123.216,4.574,6.36,3558,2
6522,6541,69.961,3.516,6.40,3559,2
6528,10166,57.216,3.243,6.63,3560,2
6530,10342,61.261,1.523,6.77,3561,2
6533,7693,277.868,8.878,6.17,3562,2
6536,8022,121.866,6.634,7.51,3563,2
6539,8592,195.247,8.649,6.40,271,3
6544,9828,68.006,7.620,6.41,3564,2
6545,6546,0.547,1.520,6.81,3565,2
6547,10200,329.973,6.520,6.79,3566,2
6548,9462,435.013,7.204,6.49,3567,2
6549,7155,170.319,8.549,6.66,3568,2
6550,6760,182.801,6.505,8.09,3569,2
6551,7184,70.536,5.117,6.05,22,11
6553,6887,77.733,8.826,6.48,13,22
6553,6744,19.566,1.652,6.15,13,22
6557,7355,64.547,5.748,6.32,3570,2
6558,10233,202.423,7.089,6.06,3571,2
6559,6567,15.067,8.495,6.27,3572,2
6562,6563,0.276,2.273,7.48,3573,2
6564,8778,184.783,7.578,6.45,219,3
6565,6652,25.983,5.022,7.73,92,4
6566,7660,206.706,8.863,6.73,5,59
6568,8822,41.982,7.766,7.32,3574,2
6571,7320,136.066,8.906,6.09,3575,2
6576,8245,134.750,6.611,6.03,3576,2
6578,6579,0.496,7.120,6.48,3577,2
6581,7901,0.463,1.685,9.68,3578,2
6582,7951,51.681,5.849,6.74,3579,2
6584,8332,108.805,6.146,6.26,3580,2
6585,10582,9.050,1.512,6.22,3581,2
6589,6590,0.240,2.372,7.62,3582,2
6591,6700,66.184,6.658,6.20,3583,2
6595,7278,174.591,5.971,6.70,3584,2
6597,7828,21.091,4.394,6.92,3585,2
6599,7980,184.204,9.246,6.29,3586,2
6601,7844,0.225,0.060,7.51,3587,2
6602,6641,64.959,7.624,6.14,3588,2
6603,10138,717.537,8.548,7.22,15,19
6604,6615,23.376,7.592,6.34,11,25
6604,6617,49.068,9.929,6.18,11,25
6606,9818,50.196,4.476,6.23,3589,2
6608,9545,189.816,8.692,6.11,3590,2
6609,9862,37.651,5.975,6.53,3591,2
6610,10490,169.265,8.697,6.48,3592,2
6611,7545,311.076,9.200,6.02,3593,2
6613,7717,224.398,5.125,6.43,3594,2
6614,6886,345.339,8.549,6.08,8,47
6615,6617,27.346,2.521,6.16,11,25
6616,7949,0.347,0.774,6.71,3595,2
6620,8422,0.447,2.609,7.27,3596,2
6621,6752,61.142,4.356,6.22,11,25
6622,10441,116.493,9.778,6.05,3597,2
6628,7938,688.818,5.517,6.25,274,3
6633,9366,128.689,9.796,6.27,3598,2
6634,7427,15.971,2.501,8.25,3599,2
6635,8761,338.297,8.160,6.93,3600,2
6638,6676,71.287,3.529,6.76,3601,2
6642,9025,179.891,6.295,6.24,3602,2
6649,6975,88.353,7.392,6.44,3603,2
6650,6651,1.144,5.415,6.13,3604,2
6653,9233,113.707,9.648,7.07,1,125
6655,6656,0.200,2.279,6.36,3605,2
6665,6666,0.347,2.227,6.92,3606,2
6669,8057,61.320,4.820,6.64,3607,2
6670,6674,38.412,8.739,7.93,275,3
6672,7948,71.670,8.006,6.21,6,58
6672,6952,95.296,9.316,6.21,6,58
6672,7149,161.701,9.226,6.01,6,58
6672,6970,137.429,8.035,6.18,6,58
6673,6674,1.430,4.533,7.88,275,3
6678,7462,124.004,5.799,6.18,3608,2
6679,8277,156.930,9.846,6.18,3609,2
6680,6902,118.454,5.632,6.03,3610,2
6683,7537,444.793,8.281,7.30,3611,2
6684,10216,137.099,6.513,6.47,3612,2
6685,8111,97.549,7.940,6.01,3613,2
6686,8270,181.848,8.886,6.92,3614,2
6688,10511,0.525,9.315,6.09,3615,2
6690,8691,41.396,7.676,6.00,3616,2
6691,6802,108.034,7.891,6.18,3617,2
6694,10139,109.982,8.189,6.28,3618,2
6695,7356,22.944,9.035,6.55,3619,2
6696,9391,110.190,5.194,6.69,46,6
6698,8925,122.557,6.658,6.19,3620,2
6699,10476,160.189,6.152,6.10,61,5
6701,6805,1.186,1.907,6.86,3621,2
6702,10152,415.077,7.044,6.48,3622,2
6703,7521,120.576,3.987,6.45,3623,2
6706,9993,166.731,6.549,6.65,48,6
6707,8308,156.570,8.187,6.67,3624,2
6710,6718,68.425,8.538,8.70,3625,2
6712,7110,283.507,9.761,6.33,264,3
6713,7967,111.880,9.990,7.19,3626,2
6714,9215,202.658,8.082,6.05,276,3
6715,7089,120.954,7.350,6.67,3627,2
6716,6717,1.459,0.490,6.72,3628,2
6719,6720,0.199,0.785,6.05,3629,2
6721,8580,0.768,1.421,6.46,3630,2
6724,9638,49.882,3.520,6.17,3631,2
6725,6784,48.300,8.042,6.01,3632,2
6727,9239,32.558,3.034,6.72,3633,2
6729,7335,1.423,5.630,8.05,3634,2
6730,6731,0.111,1.751,6.92,3635,2
6732,10403,2.972,5.632,7.89,3636,2
6734,9976,8.868,1.709,6.10,3637,2
6735,7682,40.522,5.255,6.62,3638,2
6737,8816,20.199,1.535,9.62,3639,2
6738,6739,3.626,1.067,8.08,3640,2
6740,8590,58.714,4.955,6.29,3641,2
6741,8705,0.297,1.371,6.64,3642,2
6742,7821,0.484,5.006,7.15,3643,2
6745,9925,124.236,7.528,6.24,3644,2
6748,8759,0.887,9.444,6.45,3645,2
6750,7772,204.225,7.570,6.62,3646,2
6751,7354,319.174,9.723,6.25,10,29
6751,6901,152.487,7.981,6.94,10,29
6753,7011,130.307,6.697,6.42,3647,2
6754,7069,113.553,6.999,6.94,6,58
6754,6973,98.211,5.284,6.70,6,58
6754,6948,66.434,6.199,6.86,6,58
6754,6962,82.896,5.574,6.85,6,58
6754,8203,69.180,9.643,6.15,6,58
6758,8812,0.178,5.281,6.19,3648,2
6759,10056,180.255,7.931,6.09,3649,2
6761,9282,141.137,8.259,6.07,3650,2
6762,7948,93.065,9.925,6.39,6,58
6762,6954,65.316,3.796,6.04,6,58
6764,8048,287.093,9.317,6.49,3,114
6764,7813,81.046,5.744,6.23,3,114
6766,7671,153.127,7.019,6.41,3651,2
6770,8619,186.245,5.884,6.37,3652,2
6771,7059,203.066,9.933,6.11,3653,2
6772,7806,117.396,9.333,6.02,3654,2
6774,9434,86.847,6.195,6.44,277,3
6776,7295,224.693,5.408,6.69,278,3
6777,6906,101.778,9.792,6.57,157,3
6778,8011,157.097,6.016,6.33,3655,2
6785,6932,189.304,9.302,6.65,3656,2
6790,6791,0.222,3.339,6.52,3657,2
6793,9013,253.842,9.178,6.08,3658,2
6794,8757,116.654,5.892,7.50,3659,2
6799,10431,68.593,6.932,6.68,3660,2
6800,6991,81.994,4.140,7.45,1,125
6800,6801,9.093,5.795,6.42,1,125
6800,6864,96.417,5.067,6.28,1,125
6800,6806,24.084,3.412,6.29,1,125
6800,7077,140.445,9.186,6.77,1,125
6800,6817,39.161,4.990,7.19,1,125
6800,6820,32.187,1.775,6.79,1,125
6800,6828,44.258,2.478,6.35,1,125
6800,6921,115.373,8.461,6.34,1,125
6800,6830,53.004,3.250,6.94,1,125
6800,6831,56.533,3.166,7.19,1,125
6800,6833,62.611,6.932,6.96,1,125
6800,7081,150.761,7.736,7.31,1,125
6800,6836,47.239,5.968,6.08,1,125
6800,6859,84.320,6.838,6.86,1,125
6800,9317,104.988,5.947,7.46,1,125
6800,6947,147.820,8.112,6.75,1,125
6800,8975,35.814,9.694,6.26,1,125
6800,6879,53.493,6.612,7.83,1,125
6800,6913,91.690,6.212,6.54,1,125
6800,6880,64.885,3.353,6.68,1,125
6801,6841,69.311,7.182,6.43,1,125
6801,6892,85.348,7.026,6.21,1,125
6801,6804,5.357,1.371,7.08,1,125
6801,6851,111.361,8.533,6.22,1,125
6801,6833,64.150,3.342,6.24,1,125
6801,7081,147.076,8.611,6.70,1,125
6801,6859,87.190,4.524,6.50,1,125
6801,6913,93.284,5.075,6.29,1,125
6801,6828,45.357,7.277,6.89,1,125
6801,6836,54.187,2.817,6.21,1,125
6801,6879,51.737,2.688,6.25,1,125
6803,9900,226.980,9.579,6.60,3661,2
6804,6991,83.893,5.785,6.49,1,125
6804,6892,83.073,8.031,6.54,1,125
6804,6992,173.050,9.178,6.41,1,125
6804,6815,30.578,2.716,6.38,1,125
6804,6913,91.880,4.720,6.50,1,125
6804,6820,27.609,5.373,6.92,1,125
6804,6828,44.094,5.990,7.70,1,125
6804,6921,117.321,6.271,6.35,1,125
6804,6831,54.552,4.110,6.54,1,125
6804,6836,56.529,3.086,6.80,1,125
6804,6841,69.777,8.372,6.93,1,125
6804,6879,48.793,2.976,6.60,1,125
6804,9317,111.081,5.927,7.11,1,125
6804,6947,147.218,7.630,7.15,1,125
6804,6833,62.898,3.672,6.64,1,125
6804,6858,76.664,5.189,6.60,1,125
6804,6859,86.571,4.543,6.85,1,125
6804,6864,98.718,7.840,6.68,1,125
6804,6880,55.603,4.592,6.03,1,125
6806,6837,33.622,3.429,6.92,1,125
6806,6991,105.904,5.984,6.52,1,125
6806,7037,172.205,8.775,6.23,1,125
6806,6851,83.587,9.817,6.00,1,125
6806,9317,82.341,4.216,6.14,1,125
6806,7081,133.609,6.966,6.12,1,125
6806,8975,57.539,6.998,6.17,1,125
6806,6817,15.921,7.830,6.33,1,125
6806,6913,67.962,3.597,6.01,1,125
6806,6824,30.575,3.249,6.72,1,125
6806,6830,32.131,2.103,7.05,1,125
6806,6831,34.914,2.515,6.65,1,125
6806,6833,39.129,3.584,6.15,1,125
6806,6879,35.356,3.368,6.11,1,125
6806,6880,53.219,3.591,6.64,1,125
6807,9064,1.181,0.984,7.22,3662,2
6808,9042,333.627,9.537,6.24,3663,2
6809,7006,33.383,1.519,7.49,40,7
6810,7444,234.560,9.695,6.49,3664,2
6811,6848,53.061,2.963,6.14,1,125
6811,6851,65.152,5.312,6.55,1,125
6814,6841,39.232,3.277,6.12,1,125
6814,6833,38.985,8.566,6.17,1,125
6814,6851,80.873,5.016,6.07,1,125
6814,6824,32.873,8.615,6.59,1,125
6815,6836,27.434,1.847,6.55,1,125
6815,6892,62.611,5.613,6.53,1,125
6815,6992,143.190,7.437,6.02,1,125
6815,6947,123.269,7.225,6.31,1,125
6815,6858,49.115,2.798,6.67,1,125
6815,6859,59.043,3.326,6.45,1,125
6815,7086,145.891,8.760,6.75,1,125
6815,6820,20.380,7.471,6.60,1,125
6815,6828,21.529,7.848,6.06,1,125
6815,6921,90.090,4.706,6.08,1,125
6815,6864,71.112,9.021,6.16,1,125
6816,9817,0.598,6.771,6.15,3665,2
6817,6991,119.936,7.830,6.83,1,125
6817,7112,170.882,9.124,6.30,1,125
6817,7077,120.270,6.010,6.97,1,125
6817,9317,66.427,8.025,6.76,1,125
6817,6947,111.706,9.566,6.41,1,125
6817,6864,58.072,4.123,6.83,1,125
6817,6820,28.524,4.094,6.50,1,125
6817,6830,28.781,6.617,6.83,1,125
6817,6831,29.703,6.181,7.30,1,125
6817,7081,129.631,8.909,6.41,1,125
6817,6880,57.113,6.106,6.82,1,125
6817,7146,172.178,8.455,6.27,1,125
6818,7224,100.901,6.321,6.98,3666,2
6819,6976,118.436,6.453,6.50,3667,2
6820,6991,111.356,5.709,6.25,1,125
6820,7077,108.487,7.515,6.37,1,125
6820,7081,118.728,6.391,6.02,1,125
6820,7086,133.833,7.296,6.63,1,125
6820,6913,64.982,5.884,6.11,1,125
6820,6828,18.612,0.998,6.77,1,125
6820,6921,91.306,8.269,6.58,1,125
6820,6831,27.144,2.550,6.39,1,125
6820,6833,36.593,7.156,6.23,1,125
6820,6836,45.546,6.634,6.52,1,125
6820,6858,51.692,8.928,6.37,1,125
6820,9317,89.823,5.695,6.63,1,125
6820,6947,119.797,7.205,6.39,1,125
6820,6859,61.273,6.833,6.79,1,125
6820,6864,73.224,3.740,6.71,1,125
