star1,star2,angsep,separation,lnL1/L2,group_id,group_size
527,5642,95.464,4.698,6.93,704,2
528,6219,297.729,8.204,6.41,705,2
532,10308,136.553,8.968,6.06,706,2
533,1999,107.163,7.480,6.40,707,2
534,799,0.178,0.074,7.66,708,2
535,8915,72.201,4.356,7.21,709,2
536,2053,61.068,4.365,7.03,710,2
537,4229,84.703,6.623,6.62,711,2
538,9432,49.353,6.043,6.03,34,7
539,3414,0.798,2.000,9.47,712,2
541,3489,72.661,8.530,6.17,713,2
542,2607,127.955,9.744,6.13,714,2
543,6103,233.714,8.974,6.68,715,2
544,1854,168.954,9.146,6.45,716,2
545,639,1.723,5.836,6.68,717,2
546,7413,251.522,9.120,6.24,718,2
547,9464,240.289,8.221,6.09,130,3
548,6763,94.463,4.004,6.86,719,2
549,578,47.739,7.979,6.64,720,2
550,1026,51.706,2.075,7.44,19,13
550,1689,112.858,4.421,6.79,19,13
550,973,84.861,4.627,7.59,19,13
550,1690,114.173,3.961,7.37,19,13
550,4082,97.943,5.829,7.92,19,13
550,1702,86.396,2.612,8.08,19,13
551,7651,318.287,9.361,6.05,721,2
553,5701,493.822,8.941,6.14,722,2
555,2558,9.549,0.342,8.81,723,2
557,558,0.539,5.402,7.69,724,2
559,8119,65.598,5.799,7.80,725,2
560,8948,0.237,0.476,6.63,726,2
561,2088,171.427,7.359,6.65,727,2
562,6240,115.659,7.836,6.09,728,2
563,1175,199.306,7.148,7.32,729,2
564,8115,255.340,6.370,6.01,730,2
565,566,1.327,3.135,8.05,731,2
567,646,71.937,8.147,6.77,732,2
568,6317,267.659,7.504,6.16,733,2
569,7419,614.159,4.878,6.84,734,2
570,3562,0.687,4.490,6.73,735,2
572,9403,67.337,7.676,6.81,736,2
573,6561,262.663,4.358,7.17,131,3
573,7137,453.684,7.456,6.37,131,3
574,4082,136.507,4.192,6.18,19,13
576,1746,414.008,5.757,7.02,737,2
577,1000,0.333,0.241,10.23,738,2
579,7140,80.353,5.526,6.14,739,2
580,1214,117.800,7.075,6.47,740,2
581,2816,116.775,9.917,6.23,741,2
582,8844,128.136,9.494,6.02,742,2
583,9608,216.398,8.778,6.19,35,7
583,5899,266.255,8.876,6.07,35,7
583,1142,180.871,6.697,6.58,35,7
584,8066,130.062,7.512,6.12,743,2
586,10241,184.889,7.195,6.31,744,2
587,5102,288.565,2.716,8.29,132,3
587,4305,693.203,6.627,6.27,132,3
588,7657,71.338,7.034,6.10,745,2
590,962,214.941,6.849,6.82,746,2
591,788,137.893,5.840,6.72,747,2
592,2182,290.020,8.998,6.97,748,2
594,6756,89.582,8.791,6.42,749,2
595,5697,45.022,7.292,6.30,750,2
598,9832,79.348,6.861,6.22,751,2
599,4036,334.845,6.340,6.14,752,2
600,9636,141.494,8.480,6.05,753,2
601,1827,0.152,3.604,6.13,754,2
602,8061,263.486,7.619,6.14,121,3
603,3388,0.142,0.584,6.27,755,2
604,3973,84.204,7.224,6.27,756,2
605,1623,73.006,9.111,6.67,34,7
606,5647,211.573,9.487,6.02,757,2
607,6915,80.155,8.382,6.14,758,2
608,708,131.795,8.951,6.22,759,2
609,610,0.126,1.154,6.74,760,2
611,766,54.751,9.370,6.57,761,2
612,9189,91.793,5.823,6.24,762,2
613,3672,126.957,5.237,6.29,763,2
614,3536,165.375,2.704,7.66,2,118
614,4400,134.017,2.333,6.10,2,118
614,7647,89.701,2.395,7.62,2,118
614,3730,354.821,5.151,7.43,2,118
614,5635,648.272,9.418,6.42,2,118
614,3961,302.406,7.033,6.26,2,118
614,4406,140.985,2.657,6.02,2,118
614,4498,88.471,4.971,6.97,2,118
614,3554,94.802,4.244,6.25,2,118
614,4057,242.330,4.120,6.07,2,118
614,3396,179.201,2.702,6.83,2,118
614,4422,87.485,3.288,7.45,2,118
614,7666,85.880,6.959,6.14,2,118
614,3636,220.090,3.815,6.47,2,118
614,3938,136.630,1.905,6.62,2,118
614,4481,80.032,1.068,6.36,2,118
614,3615,192.487,2.611,6.78,2,118
614,5572,147.527,1.955,6.15,2,118
614,4528,1.826,1.028,9.56,2,118
614,4394,160.704,2.191,6.10,2,118
615,1613,233.566,9.959,6.01,764,2
616,10176,152.655,6.038,7.10,765,2
618,4005,109.650,6.106,6.13,28,9
618,4123,113.289,4.838,6.24,28,9
618,4093,215.806,7.763,6.04,28,9
619,687,97.761,5.437,6.12,766,2
621,9435,196.199,6.244,6.37,767,2
622,1906,78.462,6.930,6.12,768,2
623,5591,75.514,9.800,7.07,769,2
624,631,53.659,8.524,6.63,770,2
625,6643,153.706,7.418,6.82,771,2
626,10561,192.831,9.292,8.31,772,2
627,3164,141.032,6.980,6.46,773,2
628,10145,257.303,6.654,6.33,50,5
628,9116,279.215,9.688,8.32,50,5
629,7801,104.744,8.738,6.12,774,2
630,7869,149.179,8.584,6.12,133,3
630,5866,60.310,5.618,6.58,133,3
632,1806,23.420,2.811,6.36,775,2
633,4520,121.537,8.643,6.88,776,2
634,3716,68.752,7.849,6.10,777,2
635,2145,232.485,8.424,6.18,778,2
636,1273,422.706,5.418,6.90,134,3
637,10434,322.752,8.958,7.49,779,2
638,9482,135.112,9.073,6.02,780,2
640,641,0.125,0.753,8.01,781,2
642,3456,1.655,1.038,6.57,782,2
643,4061,174.599,7.923,6.54,783,2
644,3223,174.655,8.513,7.29,784,2
647,3332,55.369,7.382,6.74,785,2
648,7575,60.078,9.426,6.08,786,2
649,6639,283.012,9.209,6.58,787,2
650,2719,188.034,9.105,7.21,788,2
652,691,144.421,7.534,6.02,789,2
653,9707,57.821,5.782,6.48,790,2
654,7183,485.162,7.951,7.27,791,2
655,9806,102.688,7.379,6.60,792,2
656,4167,158.923,8.746,6.18,793,2
657,848,168.187,8.108,6.96,794,2
658,8466,241.688,6.619,6.04,795,2
659,7662,173.984,8.503,6.22,796,2
660,8480,66.285,5.056,6.33,797,2
661,2219,53.879,6.618,6.81,798,2
662,4170,197.469,4.219,8.45,799,2
663,664,0.213,0.941,6.50,800,2
665,4630,122.244,6.781,6.39,801,2
666,1269,198.852,8.497,6.30,4,72
666,2853,224.187,9.752,6.40,4,72
666,9409,99.096,4.322,7.71,4,72
666,1160,108.979,6.148,6.18,4,72
666,1836,118.916,6.144,6.01,4,72
667,8137,284.199,6.290,7.47,67,4
667,6708,384.352,7.462,6.26,67,4
667,925,413.169,7.934,7.45,67,4
668,3814,123.511,8.930,6.25,135,3
669,697,48.466,9.850,6.58,802,2
670,10006,58.217,3.072,6.64,803,2
672,7681,82.720,3.820,6.08,25,10
673,674,0.102,0.854,7.11,804,2
676,9941,61.642,6.196,6.84,136,3
676,2134,2.178,0.067,6.28,136,3
678,7201,182.563,8.957,6.39,805,2
679,2242,919.417,9.850,6.33,806,2
680,1149,131.303,6.878,6.10,4,72
681,926,84.127,7.175,6.33,807,2
682,4464,196.095,7.287,6.17,808,2
683,2731,177.992,7.378,6.39,809,2
684,2684,83.635,5.026,6.61,810,2
685,6401,0.418,3.577,6.66,811,2
686,2836,79.645,7.775,7.36,812,2
689,3538,340.882,9.675,6.24,813,2
690,1808,63.529,4.367,6.65,814,2
692,3438,113.096,7.097,6.83,815,2
694,6768,261.108,9.244,6.33,816,2
695,4514,118.706,4.444,6.11,817,2
696,5300,168.398,9.025,6.23,1,125
696,10044,145.346,7.428,6.02,1,125
696,3479,52.081,3.629,6.49,1,125
696,5619,194.440,9.906,6.14,1,125
698,1311,103.447,9.462,6.11,101,3
699,1162,179.889,4.709,6.04,818,2
700,1319,220.098,6.052,6.18,819,2
701,8380,163.633,9.990,6.18,820,2
703,8582,90.797,8.549,6.29,36,7
704,10575,225.786,9.940,6.36,821,2
705,7560,436.190,9.441,6.16,822,2
706,9627,159.285,6.364,6.17,823,2
707,725,46.678,6.731,6.05,824,2
709,914,184.365,9.619,6.36,825,2
710,7123,81.361,7.229,6.97,826,2
711,10550,494.035,7.443,6.13,62,4
711,10486,284.488,9.840,7.42,62,4
712,7894,282.087,5.043,6.82,827,2
713,10454,115.509,6.725,7.43,828,2
714,3877,201.463,9.870,6.07,829,2
715,5458,119.571,5.651,6.67,0,151
715,3875,101.685,5.829,6.66,0,151
715,6222,176.671,7.470,6.42,0,151
715,6256,192.928,7.725,6.74,0,151
715,5427,64.907,7.047,6.73,0,151
715,5683,66.276,7.672,6.60,0,151
715,5684,64.109,5.981,6.97,0,151
715,5687,73.536,7.225,7.09,0,151
715,5875,171.086,8.749,6.27,0,151
715,5691,82.187,3.269,6.20,0,151
715,5692,78.912,4.979,6.98,0,151
715,10371,107.557,5.063,6.60,0,151
715,5329,81.147,8.364,6.43,0,151
715,5440,130.504,7.049,6.41,0,151
715,5964,146.020,6.083,6.95,0,151
715,10211,122.407,8.623,6.51,0,151
715,3883,159.541,6.741,6.99,0,151
715,5699,105.685,5.410,6.84,0,151
715,5733,134.090,5.329,6.79,0,151
715,5249,65.357,2.762,7.37,0,151
715,5681,54.246,8.178,6.40,0,151
715,6185,130.332,8.190,6.84,0,151
715,5345,24.032,1.346,7.28,0,151
715,3493,187.942,7.728,6.37,0,151
715,5892,177.563,7.080,6.04,0,151
715,5291,86.926,3.662,6.69,0,151
715,5373,13.055,7.070,7.10,0,151
715,5124,198.372,9.538,6.03,0,151
715,6252,179.886,9.812,7.05,0,151
715,5357,40.746,5.858,6.73,0,151
715,5264,35.961,6.583,6.06,0,151
715,5518,153.880,6.496,6.48,0,151
715,3854,208.536,9.448,7.03,0,151
715,6081,213.390,8.533,6.96,0,151
715,6167,105.126,4.494,7.29,0,151
715,6170,105.334,5.718,7.08,0,151
715,6171,107.622,7.004,7.55,0,151
715,5370,25.923,2.056,6.03,0,151
715,5371,26.944,3.248,7.18,0,151
715,5372,25.919,1.236,7.11,0,151
715,5117,222.914,8.871,6.16,0,151
715,5634,60.189,2.743,6.97,0,151
715,5377,27.746,3.786,6.78,0,151
715,5734,149.565,5.995,6.93,0,151
715,6182,133.165,6.247,7.21,0,151
715,5380,19.769,2.270,6.77,0,151
715,6183,120.335,4.798,6.43,0,151
715,5643,65.712,2.707,7.56,0,151
715,5644,73.946,2.973,6.39,0,151
715,5286,128.737,9.963,6.54,0,151
715,6187,138.109,5.530,6.94,0,151
715,5646,92.136,3.726,6.91,0,151
715,5948,105.682,4.220,7.41,0,151
715,6190,143.108,5.814,6.74,0,151
715,5925,199.561,8.389,7.25,0,151
715,5389,81.893,3.260,7.13,0,151
715,5411,92.038,7.536,6.14,0,151
715,5294,88.677,3.556,6.85,0,151
715,5394,55.751,2.390,6.72,0,151
715,6200,164.898,7.710,6.25,0,151
715,5424,56.010,2.490,7.09,0,151
715,6201,130.057,5.168,6.37,0,151
715,5399,96.640,6.656,6.62,0,151
715,5402,89.859,9.352,6.22,0,151
715,5985,160.913,6.738,6.41,0,151
715,5668,92.726,4.469,6.91,0,151
715,10063,141.798,6.272,7.12,0,151
715,9088,213.650,8.490,6.06,0,151
715,5419,47.327,2.000,6.77,0,151
715,4121,220.486,9.305,6.13,0,151
715,5398,111.930,5.028,7.10,0,151
715,5219,116.512,4.929,7.25,0,151
715,5420,53.079,2.827,7.03,0,151
715,5284,144.712,6.938,6.72,0,151
715,5525,103.763,7.499,6.20,0,151
715,5941,92.689,4.792,6.86,0,151
715,3864,95.739,9.005,6.60,0,151
716,1088,116.778,5.362,6.47,830,2
717,4686,57.920,5.717,6.09,831,2
718,4399,162.412,6.089,6.82,3,114
719,3673,85.585,7.291,6.36,832,2
720,6625,0.335,4.187,6.47,833,2
721,8955,68.100,4.790,6.08,14,20
721,1848,71.087,8.309,6.05,14,20
722,1076,246.735,9.013,6.91,834,2
723,9015,216.284,9.158,6.11,835,2
724,1077,115.976,9.212,6.13,836,2
726,4534,1.425,1.377,7.83,837,2
728,3037,301.261,9.066,6.31,838,2
729,6757,83.339,8.998,6.45,839,2
730,5326,271.181,9.677,6.68,840,2
731,1644,215.059,8.497,6.62,841,2
732,765,31.017,7.284,6.52,842,2
733,3166,0.698,0.094,6.71,843,2
734,9933,155.620,6.782,6.42,844,2
735,4639,33.890,4.368,6.31,845,2
736,812,120.682,8.845,6.13,846,2
737,1021,122.922,9.900,6.53,847,2
738,5528,109.328,5.954,6.25,848,2
739,4594,2.600,0.521,8.92,849,2
740,1276,98.437,7.499,6.37,850,2
742,10115,142.089,7.989,6.26,44,6
742,5425,182.280,7.022,6.36,44,6
743,4745,160.753,9.683,6.12,851,2
744,8978,334.303,9.795,7.34,852,2
745,9308,118.205,9.440,6.04,853,2
746,7484,107.336,5.988,6.09,854,2
747,990,287.706,5.410,6.17,855,2
748,4511,17.085,1.307,6.04,856,2
749,5374,1.945,3.577,6.80,857,2
750,755,42.762,3.090,6.30,858,2
751,4524,6.041,1.865,7.42,859,2
752,9341,125.410,6.971,6.48,860,2
753,6487,283.109,9.589,6.00,861,2
754,1995,160.103,7.931,6.22,53,5
754,4625,177.311,8.037,6.60,53,5
754,3477,72.247,5.340,6.52,53,5
756,10157,485.014,9.893,8.07,137,3
756,7885,112.476,3.165,8.07,137,3
757,10604,37.807,7.368,6.54,862,2
758,1055,80.895,4.963,6.68,863,2
759,760,27.707,8.466,6.94,864,2
761,2349,44.364,3.796,6.47,865,2
762,9196,145.637,4.896,7.22,138,3
763,1860,0.195,5.244,7.20,866,2
764,5599,103.123,6.861,7.20,867,2
767,6059,104.198,4.694,6.66,868,2
768,4831,0.136,0.808,7.74,869,2
769,6904,112.049,6.984,6.00,870,2
770,8146,0.149,1.501,6.95,871,2
771,784,18.691,9.400,7.47,51,5
771,786,166.357,7.437,6.61,51,5
772,5354,90.030,9.405,6.53,872,2
774,3089,63.915,3.383,6.25,873,2
775,1611,105.549,7.088,7.35,874,2
776,6728,256.989,9.500,7.31,875,2
777,7292,79.847,6.010,6.95,876,2
778,787,38.560,6.897,6.32,877,2
779,4515,105.695,9.087,6.05,878,2
780,9905,82.830,4.394,6.94,139,3
780,5384,52.118,1.751,6.04,139,3
782,833,84.302,3.289,6.64,27,9
782,824,97.019,4.940,6.42,27,9
782,4929,2.737,1.724,6.44,27,9
783,5232,231.205,8.034,6.48,879,2
784,3646,77.802,9.609,6.13,51,5
785,1964,405.546,8.729,7.48,880,2
789,953,151.230,8.328,6.28,881,2
790,9654,126.789,6.028,6.16,882,2
791,1967,0.182,3.437,7.27,883,2
792,2679,0.310,0.683,6.13,884,2
793,1866,210.198,8.138,7.08,885,2
794,5390,49.632,6.835,7.35,0,151
794,5435,52.868,3.026,6.04,0,151
795,814,28.736,0.690,10.00,886,2
796,2327,326.744,9.233,6.28,887,2
797,8489,0.508,2.507,6.79,888,2
798,1068,66.620,9.081,6.52,889,2
800,10125,198.423,9.406,6.72,890,2
801,838,40.910,4.700,6.15,891,2
802,8913,150.650,7.522,6.26,892,2
803,2285,286.933,8.847,6.42,893,2
804,5458,131.439,9.219,6.90,0,151
804,5424,24.829,5.662,6.02,0,151
804,5947,78.499,9.020,6.52,0,151
804,5682,20.150,9.407,6.19,0,151
804,5683,33.154,3.067,7.15,0,151
804,5687,44.315,2.815,6.73,0,151
804,6222,141.063,9.126,6.78,0,151
804,5329,111.173,5.638,7.34,0,151
804,5964,123.818,5.726,6.07,0,151
804,5699,70.040,8.391,7.30,0,151
804,5370,44.213,6.470,6.73,0,151
804,5734,119.046,7.187,6.39,0,151
804,5345,53.906,4.120,6.14,0,151
804,3493,215.863,9.164,7.05,0,151
804,5291,111.979,7.261,7.00,0,151
804,5985,132.063,5.908,6.43,0,151
804,6253,152.346,9.277,7.55,0,151
804,3905,175.147,9.257,7.94,0,151
804,6256,157.387,8.463,6.23,0,151
804,6081,193.162,9.623,6.29,0,151
804,5365,53.891,6.947,6.74,0,151
804,5686,44.282,1.840,7.94,0,151
804,5733,102.750,6.078,6.93,0,151
804,5371,42.380,2.211,7.15,0,151
804,5373,37.747,3.043,6.18,0,151
804,5375,42.629,6.614,7.26,0,151
804,5740,115.901,4.836,6.74,0,151
804,5639,36.028,1.716,7.18,0,151
804,5380,19.038,6.614,6.75,0,151
804,6183,86.812,6.033,7.28,0,151
804,6272,187.458,9.090,6.17,0,151
804,5644,48.308,5.292,6.66,0,151
804,6187,104.450,6.710,6.96,0,151
804,5646,84.360,5.108,6.16,0,151
804,6190,108.907,7.240,6.21,0,151
804,5925,184.037,7.743,6.16,0,151
804,10371,141.540,6.042,6.26,0,151
804,5634,53.971,3.810,6.92,0,151
804,5294,107.421,5.911,7.10,0,151
804,5394,48.446,5.696,7.08,0,151
804,6200,129.381,5.326,6.60,0,151
804,6201,95.123,5.948,7.71,0,151
804,5668,70.688,7.565,6.50,0,151
804,5937,118.122,7.177,7.24,0,151
804,5497,55.999,2.668,6.95,0,151
804,5419,31.630,5.288,7.47,0,151
804,5420,31.564,6.462,6.76,0,151
805,887,110.617,7.623,6.23,894,2
806,7234,0.408,2.315,6.93,895,2
807,1349,132.468,6.749,6.20,896,2
809,4989,32.466,1.448,6.97,897,2
810,913,73.966,5.359,6.46,898,2
811,6681,151.527,7.177,6.76,899,2
813,6160,140.376,7.428,6.20,900,2
815,3338,184.597,7.352,6.92,901,2
816,4281,210.215,9.326,6.03,902,2
817,7800,153.258,4.720,6.02,126,3
818,1149,96.695,8.986,6.11,4,72
818,7279,75.134,7.049,7.04,4,72
818,1145,60.677,6.217,6.87,4,72
818,832,84.761,7.676,6.41,4,72
819,2083,183.978,6.700,6.55,140,3
820,945,664.677,3.087,6.42,141,3
821,9231,112.831,9.225,6.26,903,2
822,7472,196.710,8.131,6.41,904,2
823,5851,234.743,7.224,6.86,905,2
824,833,22.484,3.921,6.25,27,9
825,9480,30.145,1.884,6.20,906,2
826,983,1.732,1.054,6.72,907,2
827,2235,88.236,9.367,6.21,908,2
828,10392,103.782,4.293,7.05,37,7
828,9216,166.062,9.197,6.26,37,7
828,8717,184.720,9.919,6.60,37,7
829,861,36.511,5.907,6.87,909,2
830,6588,283.144,9.351,6.31,910,2
831,4060,92.715,4.641,6.30,142,3
831,4500,31.480,3.472,6.59,142,3
832,7279,120.384,5.418,6.05,4,72
832,1145,142.194,6.476,6.31,4,72
833,10180,210.688,8.171,6.33,27,9
833,4950,66.282,6.455,6.07,27,9
834,3568,53.481,7.154,6.54,911,2
835,7759,84.358,9.905,6.10,912,2
836,6421,426.085,8.398,6.78,913,2
837,1305,125.386,3.239,7.73,914,2
839,7200,1.052,0.445,9.15,915,2
840,7144,96.879,6.255,6.22,916,2
842,9585,104.226,9.981,7.07,143,3
843,9444,2.705,1.016,7.21,917,2
844,4344,731.559,8.955,8.25,918,2
845,961,115.485,8.703,6.59,919,2
846,8914,25.587,3.513,6.23,144,3
847,9009,33.458,1.740,6.84,31,8
847,1621,148.540,7.416,6.73,31,8
847,2056,124.616,6.237,6.18,31,8
849,1163,82.471,5.389,6.99,920,2
850,9874,1.415,6.384,7.20,145,3
850,2278,228.687,7.908,6.25,145,3
851,1707,7.535,1.298,6.80,921,2
852,1351,197.321,8.064,6.91,103,3
853,854,1.417,1.002,8.24,922,2
855,1211,136.676,8.808,6.42,923,2
856,3602,10.859,7.831,6.05,924,2
857,898,141.754,9.652,6.28,925,2
858,1078,141.544,9.487,6.02,926,2
860,1418,135.970,7.180,6.12,927,2
862,8806,129.823,8.334,6.50,928,2
863,10252,237.858,5.886,6.04,929,2
864,865,0.893,4.112,6.88,930,2
866,2916,107.955,9.538,6.33,931,2
867,1698,223.295,9.488,6.07,146,3
867,10478,223.936,9.440,6.83,146,3
868,4890,186.079,7.365,6.03,3,114
869,4350,64.417,8.625,6.40,932,2
870,8642,342.718,7.155,6.39,933,2
871,2165,75.653,8.524,6.23,934,2
872,9404,268.992,9.393,6.11,935,2
873,906,72.236,6.065,6.53,936,2
874,1133,113.321,4.842,6.05,13,22
874,875,3.702,0.364,6.07,13,22
875,3160,49.735,2.825,6.27,13,22
875,1133,112.226,4.718,6.38,13,22
875,1942,235.757,9.689,6.07,13,22
876,2307,255.435,8.351,7.42,937,2
877,1274,121.390,7.890,6.73,938,2
878,7250,4.154,1.305,9.33,939,2
879,880,0.300,0.534,6.42,940,2
881,6980,153.580,7.349,6.23,941,2
882,5467,155.786,6.595,6.99,942,2
883,5498,0.173,0.027,6.59,943,2
884,2444,1.849,2.793,6.09,944,2
885,958,81.551,2.829,7.66,945,2
886,889,7.044,0.191,7.24,946,2
888,2538,0.952,8.920,6.55,947,2
890,2957,111.404,8.379,6.26,948,2
891,3802,100.284,6.287,6.24,23,10
891,4847,34.421,2.440,7.64,23,10
892,7701,197.938,8.406,7.15,949,2
893,2366,56.814,4.353,6.97,950,2
894,1416,197.515,8.510,6.44,951,2
896,1114,100.663,7.977,6.40,952,2
897,1837,59.458,4.441,6.87,953,2
899,1653,234.079,9.368,6.54,954,2
900,901,0.126,1.618,7.00,955,2
902,9360,172.502,8.190,6.08,5,59
902,3203,120.644,5.520,6.18,5,59
902,1144,110.183,4.888,6.13,5,59
902,2375,138.591,9.507,6.54,5,59
902,1170,124.680,6.082,6.02,5,59
902,2664,39.248,7.627,6.25,5,59
902,1726,124.665,5.921,6.66,5,59
902,8769,56.824,5.741,7.15,5,59
903,10365,93.686,9.710,6.27,147,3
904,4613,19.588,2.270,8.30,956,2
905,1393,170.232,4.587,6.66,957,2
907,9639,117.672,7.849,6.03,958,2
908,2633,223.160,9.901,6.05,959,2
909,5671,1.075,0.011,6.46,960,2
910,9079,58.598,5.159,6.44,961,2
912,4077,768.205,8.779,6.56,148,3
912,7257,3.913,0.682,7.95,148,3
915,918,21.841,6.311,6.03,20,13
915,1684,66.925,5.641,6.22,20,13
915,1686,66.658,7.366,6.47,20,13
915,938,36.623,4.139,7.05,20,13
915,1643,108.259,6.991,6.40,20,13
915,1674,64.590,4.359,7.10,20,13
915,1594,86.394,5.108,6.63,20,13
915,1588,88.086,8.406,6.37,20,13
915,1693,78.342,4.232,6.21,20,13
916,8790,2.266,2.874,6.45,962,2
917,1884,146.548,8.910,6.57,963,2
918,1684,48.253,3.085,6.87,20,13
918,1686,47.241,2.450,6.90,20,13
918,1643,90.407,5.173,6.42,20,13
918,1674,44.618,4.206,6.40,20,13
918,1588,77.836,4.089,6.61,20,13
918,1693,58.928,7.484,6.69,20,13
919,5305,112.107,9.146,6.01,964,2
920,7258,8.429,9.290,6.23,965,2
921,1591,328.738,5.005,6.10,966,2
922,9006,0.317,1.262,6.06,967,2
923,1039,266.663,9.897,6.04,968,2
924,2438,279.502,8.510,6.34,969,2
927,8767,49.275,9.254,6.31,970,2
928,1651,315.749,8.939,6.58,971,2
929,10300,265.803,9.618,6.51,972,2
930,6005,348.159,9.613,6.18,68,4
930,10016,346.801,9.876,6.09,68,4
931,2169,282.120,8.569,6.92,10,29
932,2006,230.594,9.922,6.20,973,2
933,6981,150.655,8.734,6.89,974,2
934,2938,77.987,3.934,6.05,975,2
935,1200,200.810,6.463,8.57,976,2
936,937,0.800,9.059,6.05,977,2
938,1636,84.684,5.157,6.19,20,13
938,1594,58.986,3.401,6.70,20,13
938,9794,41.649,3.185,6.58,20,13
939,940,0.342,0.523,6.63,978,2
941,6327,0.116,1.475,7.12,979,2
942,10503,276.666,6.797,6.69,980,2
943,979,42.135,4.608,6.68,981,2
944,5155,192.087,7.178,6.56,982,2
945,9321,967.170,7.425,6.36,141,3
946,7182,53.881,4.636,6.32,983,2
947,1811,161.614,9.102,6.56,984,2
948,4660,201.959,6.883,6.36,985,2
949,1095,109.861,3.978,6.29,986,2
950,1004,63.327,2.760,7.19,987,2
951,952,0.095,0.605,7.49,988,2
954,9354,249.723,6.757,8.79,989,2
955,7432,129.943,9.729,6.52,7,47
955,2541,193.000,8.658,6.04,7,47
955,3075,242.745,8.985,6.41,7,47
955,1179,231.159,8.548,6.02,7,47
956,1029,64.879,5.138,6.04,990,2
957,1990,182.740,9.170,6.20,991,2
959,5976,0.451,6.111,7.30,992,2
960,4926,145.864,8.789,6.22,993,2
963,968,85.965,7.913,6.10,994,2
964,9422,332.326,8.668,6.18,65,4
965,966,0.402,3.521,6.79,995,2
967,6149,0.242,1.803,6.17,149,3
967,6552,136.668,7.093,6.46,149,3
969,1873,142.914,9.149,7.17,996,2
970,1650,140.515,9.744,6.59,997,2
971,5109,150.031,9.977,6.00,998,2
972,3624,3.852,0.190,8.17,999,2
973,1914,307.968,8.992,6.16,19,13
973,1026,88.777,3.592,6.95,19,13
973,1689,171.206,8.421,6.67,19,13
973,1690,173.829,7.802,6.56,19,13
973,4082,110.537,3.362,6.93,19,13
973,1702,149.152,5.534,6.57,19,13
974,9990,181.034,6.986,6.52,1000,2
975,7754,140.353,8.656,6.35,1001,2
976,2229,77.206,4.315,7.12,1002,2
977,10467,100.043,7.248,6.59,1003,2
978,8110,69.244,9.188,6.07,1004,2
980,1823,103.922,8.350,7.25,1005,2
981,7920,169.504,5.490,6.51,1006,2
982,6169,2.395,0.732,8.12,1007,2
984,8352,201.941,9.564,6.36,1008,2
985,4702,52.085,5.134,7.35,1009,2
986,6526,132.987,9.085,6.38,1010,2
987,5366,55.596,9.396,6.34,3,114
987,4865,127.889,6.303,6.57,3,114
987,8950,100.394,8.347,7.02,3,114
987,4983,92.107,4.111,6.69,3,114
987,8635,148.777,6.156,6.67,3,114
987,5524,145.513,7.329,6.00,3,114
987,5148,118.755,5.592,6.85,3,114
987,5464,65.954,7.273,6.23,3,114
987,5181,136.506,8.810,7.44,3,114
987,4081,194.658,7.272,6.36,3,114
987,2475,170.424,9.865,6.14,3,114
988,9877,471.117,6.289,6.45,1011,2
989,1974,176.758,8.600,6.96,1012,2
991,5912,164.879,5.826,6.38,1013,2
992,1851,27.682,6.140,6.03,150,3
993,9378,119.045,6.310,6.14,1014,2
994,6787,270.513,6.795,7.60,1015,2
995,1270,107.804,9.386,6.34,1016,2
996,5831,76.746,9.395,6.16,5,59
996,1245,65.382,4.833,6.05,5,59
996,5814,69.131,6.765,6.09,5,59
996,4769,108.469,7.447,6.03,5,59
997,10407,58.126,4.465,6.46,1017,2
998,2107,254.857,7.044,6.77,1018,2
999,10222,191.537,9.953,7.42,1019,2
1001,6136,4.027,4.168,9.48,1020,2
1002,3233,198.423,8.859,6.47,1021,2
1003,6577,63.751,9.287,6.76,1022,2
1005,6479,71.281,5.373,6.45,1023,2
1006,3327,200.143,8.834,6.30,1024,2
1007,4114,223.211,8.139,6.78,1025,2
1008,1572,111.987,7.370,6.14,1026,2
1009,2812,85.246,4.759,6.33,1027,2
1011,1198,41.076,9.145,6.27,1028,2
1012,3381,246.666,6.622,6.35,1029,2
1013,6290,207.414,5.661,6.39,151,3
1014,7008,1.211,0.031,7.07,1030,2
1015,7272,1.076,0.472,9.09,1031,2
1016,1017,4.607,4.252,6.75,1032,2
1018,4700,83.429,6.862,6.48,1033,2
1019,6319,0.821,0.084,8.13,1034,2
1020,6878,0.191,4.261,7.42,1035,2
1022,2661,0.422,4.939,8.74,152,3
1023,3550,188.297,8.152,6.10,1036,2
1024,5724,133.505,7.026,6.08,1037,2
1025,7898,224.752,8.554,6.25,153,3
1025,7276,0.193,1.026,7.03,153,3
1026,1689,82.437,4.891,6.47,19,13
1026,1690,85.054,4.226,7.04,19,13
1026,4082,46.372,3.921,6.83,19,13
1026,1702,61.148,2.026,6.48,19,13
1027,5806,134.019,9.185,6.21,1038,2
1028,9821,0.470,2.263,7.67,1039,2
1030,1031,0.526,0.010,6.40,1040,2
1032,6403,0.060,1.206,7.51,1041,2
1033,2795,0.918,2.402,9.13,1042,2
1034,3900,149.236,9.107,6.18,54,5
1035,4260,236.063,9.438,6.09,1043,2
1036,1856,97.737,9.182,6.83,1044,2
1037,8272,474.804,7.929,7.21,1045,2
1038,5973,33.232,3.954,7.05,1046,2
1041,1042,0.325,8.522,6.10,1047,2
1043,6504,0.613,5.691,6.76,1048,2
1045,1046,0.276,3.899,6.81,1049,2
