Title: Co-moving stars in Gaia DR1:
  An abundance of very wide separation co-moving pairs
Authors: Semyeong Oh, Adrian M. Price-Whelan, David W. Hogg,
  Timothy D. Morton, David N. Spergel
Table: Catalog of candidate co-moving pairs
================================================================================
Byte-by-byte Description of file: datafile1.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label      Explanations
--------------------------------------------------------------------------------
   1- 19 I19    ---     sourceid1  Gaia source id of star 1
  21- 39 I19    ---     sourceid2  Gaia source id of star 2
  41- 44 F4.1   pc      Sep        separation between star 1 and 2
  46- 49 F4.1   ---     lnL1/L2    natural log of likelihood ratio
  51- 53 I3     ---     NCC        size of the connected component that the pair belongs to
  55- 58 I4     ---     IDCC       unique id of the connected component that the pair belongs to
  60- 63 I4     ---     IDMWSC     id of the closest Milky Way star cluster
  65- 69 F5.1   pc      dMWSC      distance to the closest Milky Way star cluster
  71- 72 A2     ---     OBAssc1    [A-L]? id of the OB associations if matched for star 1
  74- 75 A2     ---     OBAssc2    [A-L]? id of the OB associations if matched for star 2
--------------------------------------------------------------------------------
2891385006008976640 2891385006009604736  1.5  7.5   2 1848  991  66.2 -- -- 
  64930490947667840   69872039800655744  5.8  7.2 151    0  228   6.6 -- -- 
  64798686990854400   65184924810275968  5.5  7.7 151    0  228   3.9 -- -- 
 181322661559812608 3446900542840489344  8.0  6.1   2 2137  338  83.2 -- -- 
2007804061629313536 2198598156868913408  5.0  6.5   2 1863 2905  74.6 -- -- 
5318113546259668864 5318296271349488640  2.7  6.5  36    9 1267  17.2 -- -- 
  64798686990854400   65207705316826752  3.8  7.4 151    0  228   3.9 -- -- 
5798161422458320896 5839739282864170496  9.4  7.0   2 1984 1720  71.0 -- -- 
 200653209849325312  201813435138952192  4.4  6.8   2 2801  276  27.5 -- -- 
 316032524092793856  316092653634918784  9.2  6.0   2 3689   87  23.5 -- -- 
2503828494614535552 2520467644598133120  7.2  6.1   3  127  276  42.5 -- -- 
1978511560045613312 1978634945861357312  9.4  6.5   4   66 2795  29.8 -- -- 
 441356921010671232  441901694662492928  8.1  6.8 125    1  210   3.3 -- -- 
1035473562314056960 1084023906987161216  9.7  6.2   2 3866  286  83.4 -- -- 
1446333879060271360 1460313379134178688  9.7  6.2   2 2489 1605  24.0 -- -- 
 249199878029198208  436786663491188096  9.4  7.4 125    1  210   5.8 -- -- 
 431516429388218880 2213324603295766656  9.8  6.1   2 2527 1803  46.9 -- -- 
  45567507066546048   47620260916592384  2.8  6.2 118    2  276   5.9 -- -- 
  64380632054140416   64808204638390912  3.3  7.0 151    0  228   7.5 -- -- 
6501813508064510080 6502721326711867648  5.0  7.5   2 3404    6 115.5 -- -- 
6106992866945163904 6107004858493853056  0.4  6.1  22   13 1578  75.6 -- -- 
 302273304301978880  302376967633408128  8.7  6.1   2 1052   87  22.2 -- -- 
6240862118476776064 6246665718805322880  6.5  6.0  72    4 2132  85.7 -- -- 
3313947699887831808 3314212063714381056  4.0  7.0 118    2  276   1.2 -- -- 
 661297076637809024  664424637463005824  3.5  6.2  58    6 1195   2.5 -- -- 
 243068657596900224  441481165827089024  7.0  6.8 125    1  210   6.0 -- -- 
  69811944617410688   70049473488842112  3.4  6.8 151    0  228   5.1 -- -- 
2522885676823838720 2523158527506129664  7.4  6.5   2 2015    6 106.1 -- -- 
6464391973410179328 6464392007769917440  0.7  7.6   2 2352 1578  86.9 -- -- 
  64956123312029952   69847610026687104  5.0  6.2 151    0  228   4.1 -- -- 
2950817767018276864 2950817767018484608  2.5  6.2   2 2138  991  89.6 -- -- 
4943773164632392832 4954672898276075392  6.8  6.4   2 1841  213  32.6 -- -- 
  65199974375696512   66969672699893248  7.4  6.4 151    0  228   1.4 -- -- 
  64929391436043264   65207705316826752  8.3  6.9 151    0  228  10.2 -- -- 
  65221483571888128   65231482255770112  5.5  7.2 151    0  228   5.6 -- -- 
  64671899556831360   69811944617410688  6.4  6.7 151    0  228   7.6 -- -- 
5563811101797278464 5563849687784248960  1.7  6.8   8   31  991  30.1 -- -- 
5258238403620096512 5258238403620096896  2.4  6.6   2  610 1203  47.9 -- -- 
3408236766203907712 3412346431431960576  5.4  6.2   2 3830  402  24.2 -- -- 
5407584174666257536 5410713762715934592  9.9  6.9   2 2641 1203  61.9 -- -- 
 500371386565404928  500372314278338816  3.6  6.4   2 1404  286   6.0 -- -- 
  64053561704835584   65119160271381248  7.2  6.7 151    0  228   7.8 -- -- 
3295753393788540672 3295771020333658496  3.3  6.4   2  521  338  65.3 -- -- 
  68322140721525760   69847610026687104  1.9  7.1 151    0  228   6.3 -- -- 
3764071679941151744 3764071783020366592  3.7  7.1   2 1072 1605  98.7 -- -- 
 441358776436543488  442576794801933312  8.6  6.7 125    1  210   3.1 -- -- 
 497403667243507456  500123790292105088  8.4  6.4  13   20  286  13.9 -- -- 
  68317605236065408   69250231614573056  5.6  6.2 151    0  228   3.1 -- -- 
5333339548924440192 5334637762922633728  7.2  6.0   3  250 1462  82.7 -- -- 
 231907240183865600  244596497721602176  7.5  6.4 125    1  210  24.1 -- -- 
4008571351920493440 4010203989248653184  4.7  7.9  47    8 1605   1.8 -- -- 
4008364334496501504 4008867670304423424  2.0  7.2  47    8 1605   2.7 -- -- 
1467138975520588928 1531471400861174784  8.8  7.0   2 2758 1605  32.0 -- -- 
 114510012864474112  127148005672356992  7.4  6.8   3  103  228  33.4 -- -- 
 185146453764228480  186891687954962304  5.4  6.0   2 4366  276  39.3 -- -- 
6054414839384000768 6054576742472233472  4.1  6.4 114    3 1578  31.9 -- -- 
  51452746133437696   64808204638390912 10.0  6.4 151    0  228  10.7 -- -- 
1969993334219574144 1973766514528011392  9.8  7.3   2  852 1803  84.7 -- -- 
  64109911675780224   69876712724339456  7.7  6.9 151    0  228   5.1 -- -- 
6088655280738090752 6088655280741431936  0.5  7.0   2 3703 1459  84.5 -- -- 
1961031283660354688 1961293585903051136  7.6  6.0   2 1637 2905  95.0 -- -- 
5562699598621683072 5577879009478578688  9.2  6.1   2 1652 1203  69.6 -- -- 
6108723944924367616 6112165347597783040  8.8  6.0  22   13 1578  81.3 -- -- 
4744985310621067392 4747692273888664064  5.7  6.1   2 3420  213  61.3 -- -- 
 441560399381392768  441696326507978752  9.1  6.2 125    1  210   4.2 -- -- 
  51742467447748224   63502259702709888  7.4  7.0 151    0  228   9.7 -- -- 
  64952824777149440   69250231614573056  8.0  6.5 151    0  228   5.5 -- -- 
  66581957412169728   69876712724339456  6.1  7.0 151    0  228   6.5 -- -- 
1293767019979692160 1486388503544596480  9.5  6.4   2 1434 1605  88.3 -- -- 
5797020507348852352 5797945574585772672  6.0  7.8   2 2732 1720  61.8 -- -- 
  64929391436043264   66838452861270272  7.8  7.4 151    0  228  10.2 -- -- 
 952998954595785216  952999298193167744  6.3  6.6   2 3999  286  91.3 -- -- 
5818008328894187264 5926762054793298688  5.2  6.0   2 3680 1578  51.4 -- -- 
5424031597308537088 5424236724946106624  3.8  6.2  11   22 1276  28.8 -- -- 
3304412597612195328 3307815001984777088  7.2  6.2 118    2  276   4.5 -- -- 
  65017627244152064   69904097435804672  7.2  6.2 151    0  228  11.2 -- -- 
5239789148260273792 5251470943909316096  6.8  6.1  59    5 1459   7.6 -- -- 
  64913448517448192   64979728452744192  2.3  6.8 151    0  228   7.2 -- -- 
4909846496406798976 4925565801832614528  7.4  6.6  19   15  276  62.8 -- -- 
4906129803507416576 4917955875697600384  6.0  6.2   2  699 1203  97.2 -- -- 
1132118538451144960 1133828347751913216  9.5  6.2   2  690  286  56.7 -- -- 
  70049473488842112   70234878637524480  4.2  6.4 151    0  228   5.6 -- -- 
  64114241002810496   70049473488842112  8.7  6.7 151    0  228   4.5 -- -- 
 249282341403694592  435647638163950848  7.3  6.4 125    1  210   4.0 -- -- 
4109078019052681984 4114061589867591552  8.9  6.1   2 3575 2132  58.0 -- -- 
 436802640772120960  441780164270958464  8.4  6.5 125    1  210   9.6 -- -- 
4002172366045267072 4003406533487752832  9.3  6.9  47    8 1605  10.1 -- -- 
 243096832581342848  442556556916042496  9.9  6.6 125    1  210  12.1 -- -- 
  66969672699893248   67799185503558016 10.0  6.0 151    0  228   6.9 -- -- 
  45789299177700352   46975431705914112  1.8  7.1 118    2  276   3.8 -- -- 
  66729876086786944   69811635379765760  3.2  6.3 151    0  228   3.7 -- -- 
  64739244643463552   66745612851296256  7.3  7.2 151    0  228  15.4 -- -- 
  66555981449928832   70252676982016768  6.0  7.1 151    0  228   7.6 -- -- 
4008571351920493440 4013188785360910336  6.0  6.2  47    8 1605   1.8 -- -- 
5209394489340425856 5210384427762525312  7.7  6.8   2  736 1503 110.2 -- -- 
5305981466246947584 5305981741117292416  1.1  6.9   2 1175 1203  43.8 -- -- 
5317797574106967552 5318077915210988928  4.0  7.6  36    9 1267  14.4 -- -- 
5995989471537933184 6001669789125213184  8.7  6.0  47    7 1578  90.7 -- -- 
  64739244643463552   66480939781378048  8.5  6.5 151    0  228  15.4 -- -- 
  64933755122821120   66969672699893248  9.9  6.8 151    0  228  14.0 -- -- 
 470583761146187136  470586613004471552  2.6  7.2   2 3195  286  46.4 -- -- 
1076620448520767104 1077843655207262720  6.0  6.3   2 3655  286  82.4 -- -- 
 249267120037890432  249282100885527040  2.2  7.1 125    1  210   6.3 -- -- 
1365481635109322496 1366843998736754560  7.9  7.2   2 1901 1803  64.6 -- -- 
4924248037146137344 4973079616278235008  9.9  6.1   2 3653  213  99.7 -- -- 
 249199878029198208  441415504364607360  3.2  6.7 125    1  210   5.8 -- -- 
  66555981449928832   69811944617410688  3.8  7.2 151    0  228   7.6 -- -- 
5241357189281206656 5251991356506637568  7.8  6.6  59    5 1459   4.3 -- -- 
4259447779023238400 4259500452502138880  1.1  6.8   2 2675 2132  69.2 -- -- 
  66558249192653952   68306094723718528  8.4  7.1 151    0  228   6.5 -- -- 
1295879044377613056 1393157888969418624  8.8  6.4   2 1443 1605 108.9 -- -- 
 441550125819632768  441696326507978752  6.3  6.3 125    1  210  14.0 -- -- 
  47620260916592384   49005576847854080  1.7  6.5 118    2  276   4.0 -- -- 
  64053561704835584   68322140721525760  6.8  6.8 151    0  228   7.8 -- -- 
  66980358578521856   69896469573892224  5.7  6.4 151    0  228  10.8 -- -- 
5038962215576294400 5038962627893154688  5.9  9.3   2 4547  213  54.0 -- -- 
2854439662968239232 2854579713261865472  7.6  6.3   2 3753   87 121.2 -- -- 
3953787429152384256 4010203989248653184  8.1  6.8  47    8 1605   5.0 -- -- 
  51694741770737152   64899017426872960  8.5  6.5 151    0  228  13.0 -- -- 
5325014527912225280 5325406503807514368  6.4  6.2   2  599 1276  27.4 -- -- 
 249282341403694592  441696326507978752  9.3  6.5 125    1  210   4.0 -- -- 
 144130512519598848 3314484089763294592  8.8  6.4 118    2  276  11.1 -- -- 
  66729876086786944   69335615566555904  8.9  6.2 151    0  228   3.7 -- -- 
3122491389410022912 3315028554177588736  7.6  6.2   2 2434  399  85.5 -- -- 
  64053561704835584   69896469573892224  8.0  6.2 151    0  228   7.8 -- -- 
6571090127957949184 6572499117749480960  9.0  6.1   2 1884 1203 112.7 -- -- 
6053499599027904640 6054493694983536384  3.7  6.4 114    3 1578  29.9 -- -- 
 249282341403694592  441480409912850432  5.4  6.1 125    1  210   4.0 -- -- 
  64928601162063744   66715273197982848  3.9  6.8 151    0  228   5.8 -- -- 
  65027591568709632   69819400680743808  7.8  7.2 151    0  228   7.6 -- -- 
  64313218247427456   66555981449928832  8.7  6.5 151    0  228  12.5 -- -- 
3311000115371733504 3312783557591565440  2.9  6.1 118    2  276   4.6 -- -- 
  47620260916592384 3410453484725565312  3.2  6.1 118    2  276   4.0 -- -- 
  66657411397616128   66969672699893248  3.0  7.5 151    0  228   5.0 -- -- 
 249267120037890432  441481165827089024  5.7  6.9 125    1  210   6.3 -- -- 
5088005244537804416 5100883102679540352  8.6  6.4   3  271  213  26.6 -- -- 
  64933755122821120   66724447247218048  2.7  7.5 151    0  228  14.0 -- -- 
 985556352888041600  987146006183295616  7.2  6.3  18   16  286  85.5 -- -- 
5318077915210988928 5321517668619002240  5.9  6.6  36    9 1267  16.9 -- -- 
4911275277407667200 4925565801832614528  8.9  7.5  19   15  276  62.1 -- -- 
4009041083903247488 4010481375416160000  3.8  7.4  47    8 1605   3.3 -- -- 
3694785233162425600 3697030092309338880  7.8  6.7   3  257 1605  48.2 -- -- 
2120936111546043264 2122406536550306176  9.1  6.7   2 4308 1803  76.7 -- -- 
4003406533487752832 4009041083903247488  6.6  6.5  47    8 1605   3.9 -- -- 
 334003182655561728  335146571668676096  7.4  6.7   2 1738  210  43.7 -- -- 
  69872039800655744   69883412873314816  3.3  6.5 151    0  228   4.0 -- -- 
  70252676982016768   71371258264471424  6.9  7.1 151    0  228   7.2 -- -- 
  66838452861270272   69811635379765760  2.4  7.5 151    0  228   3.5 -- -- 
 436477460205283584  441486044909931136  4.9  6.9 125    1  210   7.8 -- -- 
1062716986548698112 1062716986548698240  1.2  6.4   2 3464  286  92.8 -- -- 
  65819961494790400   70242781377368704  8.0  6.6 151    0  228   4.4 -- -- 
5318296271349488640 5321517668619002240  7.5  6.4  36    9 1267  16.4 -- -- 
 500494738026987136  500535900993552512  3.8  6.9  13   20  286  10.8 -- -- 
5807992259003000064 5814230441302238976  9.4  6.4  20   14 2149  92.3 -- -- 
  63730305286697600   65027591568709632  6.7  6.6 151    0  228  11.7 -- -- 
5813052658189761024 5813123267455375488  4.5  6.3   3  160 2149 129.2 -- -- 
  64671899556831360   66786500935624320  6.7  6.1 151    0  228   7.6 -- -- 
  65194648616227840   68317605236065408  3.1  6.2 151    0  228   4.9 -- -- 
  65089336018173440   65207705316826752  2.2  6.3 151    0  228   2.7 -- -- 
2230760315090469248 2280224044689516160  9.9  6.2   2  973  286  83.8 -- -- 
 131653632524918784  132951502921677312  6.7  7.9   2 1092   87  56.7 -- -- 
  64313218247427456   65221483571888128  8.1  6.8 151    0  228  12.5 -- -- 
6652773946298063616 6653370568795465600  6.0  6.1   2 2859 2149  59.3 -- -- 
 441405917997620352  441582114738266368  2.8  6.7 125    1  210   3.6 -- -- 
3016456858849268480 3016867663881845120  2.2  6.1   2 3479  542  91.2 -- -- 
 330419358864252800  330863733360299648  8.6  6.2   2 1908   87  36.4 -- -- 
 441582114738266368  442041985477060480  5.3  6.3 125    1  210   5.4 -- -- 
  66657411397616128   66786500935624320  4.0  6.9 151    0  228   5.0 -- -- 
  66555981449928832   66863054431798272  9.4  6.2 151    0  228   7.6 -- -- 
5862081977616810112 6055854546777431808  8.3  7.1 114    3 1578  33.0 -- -- 
  65017627244152064   66746437479801088  2.8  6.7 151    0  228  11.2 -- -- 
 661311439008441600  664330835377270912  1.9  6.4  58    6 1195   9.4 -- -- 
 985556352888041600  988842037228879744  6.2  6.3  18   16  286  85.5 -- -- 
3307645127438373888 3311514205777562496  2.9  8.3 118    2  276   3.0 -- -- 
  64928601162063744   64956123312029952  2.8  6.1 151    0  228   5.8 -- -- 
5257220324573911168 5257474311762350208  5.8  6.2   2 3169 1276  69.6 -- -- 
  64114241002810496   66506331628024832  4.2  6.1 151    0  228   4.5 -- -- 
  64979728452744192   69904097435804672  4.9  6.9 151    0  228   5.0 -- -- 
2067274446553452928 2067274515272929536  1.2  6.2   2 2716 2905 116.0 -- -- 
  51452746133437696   66506331628024832  9.3  6.2 151    0  228  10.7 -- -- 
 248624661649191296  249267120037890432  7.7  6.4 125    1  210   7.8 -- -- 
5251470943909316096 5251991356506637568  4.8  6.1  59    5 1459  14.2 -- -- 
5339606559046599680 5339606627766075648  4.4  6.7   2  591 1459  21.4 -- -- 
5994157547731814400 5994157616451290880  4.1  6.2   2  642 1578  96.7 -- -- 
  64808204638390912   69811944617410688  5.4  7.2 151    0  228   8.3 -- -- 
6049646051290258560 6050322594539131136  8.0  6.0  72    4 2132  75.1 -- -- 
3463568177044498432 5395215459127762304  8.7  6.9   2 1386 1803  62.2 -- -- 
  66745612851296256   69945810158924672  4.5  6.5 151    0  228  10.9 -- -- 
5814373274733272832 5814505765886192512  8.1  6.3  20   14 2149  86.7 -- -- 
  64913448517448192   69883412873314816  8.2  6.8 151    0  228   7.2 -- -- 
4854307999424076288 4860808690124468352  5.5  6.6  13   19  213  14.5 -- -- 
3419558128198062848 3430974529227977984  7.0  6.6   2 3543  276  16.3 -- -- 
3953772070349122816 3960008294143258240  2.5  6.6  47    8 1605   4.7 -- -- 
  65150943028579200   70252676982016768  8.3  6.4 151    0  228   2.8 -- -- 
5486825359204715136 5486825565363145088  6.1  7.3   2  992 1267  37.6 -- -- 
5318486074546754048 5318499818442087936  0.6  6.6  36    9 1267  17.5 -- -- 
5239869103371472000 5241109867885123328  4.9  6.7  59    5 1459   2.9 -- -- 
4888859911808988032 4888960688921342464  9.0  6.0   2 3272  542 139.8 -- -- 
 249282100885527040  249282341403694592  4.9  6.8 125    1  210   5.4 -- -- 
5799016498910413184 5800379034332316416  9.1  6.6   2  984 1720  77.7 -- -- 
4802098858010087936 4802224477213560320  5.1  6.1   2 2483  863  87.7 -- -- 
 249180567856242048  441436601243976448  6.4  6.0 125    1  210   3.3 -- -- 
  65007078804476928   65072431026899712  9.9  6.7 151    0  228   5.7 -- -- 
5317797574106967552 5321582711603786880  8.5  6.7  36    9 1267  14.4 -- -- 
 436422244105716480  441585722510785408  7.7  6.7 125    1  210   6.9 -- -- 
 441480409912850432  441780164270958464  3.1  6.4 125    1  210   2.0 -- -- 
 442576794801933312  442921800934903424  6.2  7.7 125    1  210   6.9 -- -- 
2970598771475359872 2970901480770389120  5.4  6.4   2 3181  402  55.8 -- -- 
1913321756144815872 1913857939864939136  7.9  6.2   2 3617   87  78.5 -- -- 
 248924965763985280  249278355672330624  9.3  6.1 125    1  210   5.0 -- -- 
  65231482255770112   68322140721525760  6.3  7.2 151    0  228   0.4 -- -- 
5839999867119740800 5841081030647227520  3.6  6.5   3  262 1578  47.7 -- -- 
 661323636715553152  662794164798230016  4.6  7.0  58    6 1195  10.8 -- -- 
3270823238938497024 3270823238938497280  3.6  6.7   2  811  228  65.3 -- -- 
5239926827735288960 5241109696086432640  6.6  6.8  59    5 1459   2.6 -- -- 
4804143537321373184 4804836573244019328  9.7  6.0   2 2711  863  89.8 -- -- 
6088286360227356416 6111714238592455680  9.9  6.1   2 1794 1459  81.4 -- -- 
4009300946604526208 4013188785360910336  5.6  6.4  47    8 1605   5.0 -- -- 
6050945742755793408 6242770836302870784  7.6  6.6  72    4 2132  71.1 -- -- 
 435242914806781184  436536249718223744  8.9  6.2 125    1  210   9.4 -- -- 
 664286476955590016  664547885844673792  6.3  6.4  58    6 1195   9.6 -- -- 
5447076227154651776 5460912825075873920  5.1  7.1   3  234 1276  60.2 -- -- 
5239926827735288960 5251663495883800448  4.0  6.1  59    5 1459   2.6 -- -- 
 441585722510785408  441696326507978752  6.0  6.7 125    1  210   3.8 -- -- 
  64671899556831360   68306094723718528  8.4  6.5 151    0  228   7.6 -- -- 
5318069600154320384 5318536995675325952  4.6  6.3  36    9 1267  17.1 -- -- 
 248624661649191296  441356921010671232  8.4  6.2 125    1  210   7.8 -- -- 
  65027591568709632   66969672699893248  8.2  6.6 151    0  228   7.6 -- -- 
 441415504364607360  442556556916042496  6.0  7.0 125    1  210   7.7 -- -- 
5239498739751922432 5239801689564803072  2.0  6.6  59    5 1459   4.5 -- -- 
2320926178443221888 2320994588682307072  9.2  6.1  16   17    6   6.7 -- -- 
 834256131202533120  846708787581563264  7.3  8.1   2 1647 1605  67.9 -- -- 
  49231663928585344  145293177350363264  1.6  7.7 118    2  276   5.0 -- -- 
6408937967024365440 6409848122134268160  1.2  8.8   2 1650 1803  69.8 -- -- 
6061537097745966080 6066618353299021696  7.4  6.2 114    3 1578  46.6 -- -- 
5239891677722958976 5251663495883800448  3.4  6.9  59    5 1459   1.9 -- -- 
5315151358856315392 5315829723170593280  4.4  6.3   2 3799 1267  16.8 -- -- 
 661268248817325312  661419259867455488  1.8  6.4  58    6 1195   4.0 -- -- 
4393752746399424768 4491307912006785152  9.9  6.8   2 2905 2132  53.4 -- -- 
6578715344175634560 6578819900859679360  3.2  7.0   2 3332 1578 124.5 -- -- 
 661323636715553152  664281494793527936  8.4  6.8  58    6 1195  10.8 -- -- 
  49231663928585344 3314212063714381056  3.3  6.0 118    2  276   5.0 -- -- 
 247787692782638976  441371523899475840  9.8  6.7 125    1  210  10.6 -- -- 
 465464366292834816  516128006666746624  4.7  6.9   2 1437 1803  44.9 -- -- 
5858152185620231936 5861485526917386368  6.6  7.5 114    3 1578  25.6 -- -- 
6243307982092769664 6243683774551322240  1.9  7.3   2 2038 2132  91.2 -- -- 
 145293177350363264 3312575681175439616  5.1  6.0 118    2  276   5.8 -- -- 
1703916949135891584 1703927291417140608  4.5  7.1   2 2435  286 123.4 -- -- 
5239304538510338432 5252392884409210624  8.3  6.4  59    5 1459   2.8 -- -- 
  64114241002810496   64671899556831360  6.7  6.1 151    0  228   4.5 -- -- 
5858152185620231808 6053440053600849664  8.0  6.1 114    3 1578  24.1 -- -- 
3312951748510907648 3313259165090609280  4.7  7.6 118    2  276   5.4 -- -- 
 248376137662086784  249282341403694592  7.4  6.9 125    1  210  11.2 -- -- 
3300315439330018304 3300934223858467072  9.6  8.2 118    2  276  15.5 -- -- 
 441480409912850432  441645233577061248  4.2  7.0 125    1  210   2.0 -- -- 
  51619115986889472   63052044051306112  6.3  6.1 151    0  228   9.9 -- -- 
 441481165827089024  442556556916042496  8.7  6.9 125    1  210   2.4 -- -- 
  45159897490770816 3312281664893305728  2.2  7.5 118    2  276   6.6 -- -- 
 435341561615535360  441356921010671232  9.7  6.3 125    1  210   7.2 -- -- 
6451311392812425728 6459355316802358400  8.1  6.2   2  543 1578  73.1 -- -- 
2442996673778447616 6609167864895197952  9.6  6.8   2 3902 1803  35.4 -- -- 
5933725330651200512 5933757731889143168  8.9  7.3   2 1287 2149  51.5 -- -- 
5381784718436354176 5385793778349064704  9.7  6.1   2  714 1459  86.7 -- -- 
3765837770493817088 3766920274050768384  6.8  6.7   2 1457 1276 123.5 -- -- 
  64899017426872960   64928601162063744  1.8  7.2 151    0  228   5.6 -- -- 
4001595500398414848 4008867670304423424  7.9  6.6  47    8 1605   8.1 -- -- 
 441645233577061248  441780164270958464  3.1  6.8 125    1  210   3.5 -- -- 
4714764477617543040 4743944038749857920  6.5  6.5  19   15  276  62.1 -- -- 
4008364334496501504 4013188785360910336  7.1  6.4  47    8 1605   2.7 -- -- 
  61554646652580736   65007078804476928  8.7  6.1 151    0  228  10.6 -- -- 
6580579737939480320 6583555256922322688  7.0  7.2   2 3023 1578 110.7 -- -- 
 249203176564080000  436786663491188096  9.8  7.2 125    1  210   6.3 -- -- 
4606074798274368512 4607029105648869376  7.2  6.3   2 3878 1803 108.7 -- -- 
6345189176199694848 6352239210397161856  7.9  6.3   2 2469 1203  33.9 -- -- 
3300315439330018304 3302220274506270336  2.2  6.2 118    2  276  15.5 -- -- 
4008433603729046784 4013188785360910336  6.6  6.5  47    8 1605   1.5 -- -- 
5239849896277704960 5252392884409210624  9.4  6.4  59    5 1459   1.7 -- -- 
2980822030590414976 3250328273477242624  6.3  6.1   2  346 1803  36.2 -- -- 
4008790017295714688 4010969146262166144  5.4  6.1  47    8 1605   4.6 -- -- 
  65027591568709632   65194648616227840  3.3  6.9 151    0  228   7.6 -- -- 
  68306094723718528   69847610026687104  6.7  6.5 151    0  228   1.9 -- -- 
3960008294143258240 4003439518837094272  8.0  6.1  47    8 1605   3.5 -- -- 
  69904097435804672   69964879813013248  4.0  6.4 151    0  228   6.0 -- -- 
 441597954577636608  442609127315775744  6.2  6.0 125    1  210   5.9 -- -- 
  65150943028579200   66453486350431232  4.3  6.3 151    0  228   2.8 -- -- 
  69335615566555904   69847610026687104  8.2  6.3 151    0  228   8.5 -- -- 
2713943723574322176 2714425412746125312  7.2  6.0   2 2887   87 117.0 -- -- 
5239660367966484736 5239725548384560128  4.1  7.0  59    5 1459   5.0 -- -- 
2130822610867740288 2130929229134964096  9.4  6.0   2 1417 2905 135.9 -- -- 
   2498434016119424    2721291278994176  4.0  7.1   2 1046  228  69.3 -- -- 
6243102132903181696 6243302072217772416  5.9  6.7  72    4 2132  74.7 -- -- 
  47345005052090880 3309956850635519488  4.7  7.4 118    2  276   3.5 -- -- 
5208039272539824128 5211479438264510464  9.8  6.0   2 3597 1459  71.6 -- -- 
6355110585012931840 6355964905547854720  8.8  6.2   2 2498 1503 169.1 -- -- 
4805713433767868416 4806146572629030272  9.9  6.2   5   60  213  46.2 -- -- 
  53783848223326976   65776736943479808  4.2  6.2 151    0  228  13.9 -- -- 
3288116117301792768 3289610765920659072  5.7  7.1   2 1579  402  58.8 -- -- 
5335829186867337472 5337335036740681856  7.6  6.0   3  306 1459  22.7 -- -- 
  64808204638390912   65221483571888128  3.4  7.4 151    0  228   8.3 -- -- 
  64952824777149440   69883412873314816  6.7  6.3 151    0  228   5.5 -- -- 
  64109911675780224   68310561489710336  5.8  6.1 151    0  228   5.1 -- -- 
  66798492484311936   70941383577307392  6.9  6.9 151    0  228   2.5 -- -- 
2847021120576776448 2849325318991337472  7.3  7.3   2 3306  276  62.4 -- -- 
3358072750777562624 3358747610401170816  9.4  6.0   2 3400 1195  84.2 -- -- 
5344333496978434688 6071348486683466368  9.7  6.3 114    3 1578  47.9 -- -- 
  65150943028579200   65437640685532288  8.7  6.5 151    0  228   2.8 -- -- 
4002550288811032832 4003406533487752832  7.2  7.5  47    8 1605   6.4 -- -- 
5428633671945569408 5428975620061507328  5.9  7.3   2 4138 1197  44.2 -- -- 
5317627459046905472 5317661784419641856  2.2  6.4   2 4112 1276  51.7 -- -- 
6426827158647788032 6426855436713858176  3.1  6.2   3  263 2328 141.7 -- -- 
  64449729487990912   68097015715726208  6.8  6.9 151    0  228   8.6 -- -- 
2426797775124806144 2431143079437146240  9.2  6.3   2 3460  213 102.2 -- -- 
6358270993748108160 6371790932320324864  8.3  6.5   2 2821 1203  48.7 -- -- 
5847817360433894400 5851117647663480960  9.4  6.0   2  853 1720  54.9 -- -- 
5208867170436927744 5209555670872919808  6.6  7.1   2 3141 1459  97.2 -- -- 
4008390928933851264 4013188785360910336  7.5  6.3  47    8 1605   1.9 -- -- 
  51674916201705344   65222205126393984  8.1  6.5 151    0  228  11.2 -- -- 
  64449729487990912   68444873706967808  5.6  7.3 151    0  228   8.6 -- -- 
  64380632054140416   69883412873314816  8.7  6.2 151    0  228   7.5 -- -- 
5232616277998058752 5251238225402532352  9.5  6.5  59    5 1459  12.2 -- -- 
  66657411397616128   69811944617410688  3.8  7.1 151    0  228   5.0 -- -- 
 860577889815369344 1047585473167367936  9.2  6.4   2 2776 1605  68.5 -- -- 
5256012373608690944 5256090988690038144  2.7  6.6  10   23 1197  77.5 -- -- 
4854770996899182464 4860643900819244416  4.9  6.5  13   19  213  11.3 -- -- 
 341961928854170112  438625905926355456  8.4  6.0   4   94  210  49.6 -- -- 
 741830462216870400  748880668213133312  3.9  6.2   3  240 1605  40.9 -- -- 
  64808204638390912   68593342136568448  6.7  7.1 151    0  228   8.3 -- -- 
  66715101399291392   69250231614573056  9.8  6.4 151    0  228   1.6 -- -- 
  64956123312029952   68097015715726208  9.3  6.4 151    0  228   4.1 -- -- 
  64930490947667840   66724447247218048  8.2  6.1 151    0  228   6.6 -- -- 
2969712943061202560 2971066888551432960  6.1  6.6   2 1241  402  54.6 -- -- 
 661221760091324544  664281494793527936  6.2  6.3  58    6 1195   3.1 -- -- 
  67618281484716544   69335615566555904  6.4  8.0 151    0  228   6.6 -- -- 
 441206116119294080  459771026358450816  7.1  6.4   2 1586  276  49.3 -- -- 
  51742467447748224   65437640685532288  4.5  7.6 151    0  228   9.7 -- -- 
