Title: Co-moving stars in Gaia DR1:
  An abundance of very wide separation co-moving pairs
Authors: Semyeong Oh, Adrian M. Price-Whelan, David W. Hogg,
  Timothy D. Morton, David N. Spergel
Table: Catalog of candidate co-moving pairs
================================================================================
Byte-by-byte Description of file: datafile1.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label      Explanations
--------------------------------------------------------------------------------
   1- 19 I19    ---     sourceid1  Gaia source id of star 1
  21- 39 I19    ---     sourceid2  Gaia source id of star 2
  41- 44 F4.1   pc      Sep        separation between star 1 and 2
  46- 49 F4.1   ---     lnL1/L2    natural log of likelihood ratio
  51- 53 I3     ---     NCC        size of the connected component that the pair belongs to
  55- 58 I4     ---     IDCC       unique id of the connected component that the pair belongs to
  60- 63 I4     ---     IDMWSC     id of the closest Milky Way star cluster
  65- 69 F5.1   pc      dMWSC      distance to the closest Milky Way star cluster
  71- 72 A2     ---     OBAssc1    [A-L]? id of the OB associations if matched for star 1
  74- 75 A2     ---     OBAssc2    [A-L]? id of the OB associations if matched for star 2
--------------------------------------------------------------------------------
5267886377634804864 5275221597660417024  9.9  6.4   5   52 1267  51.6 -- -- 
4928466966341807616 4981193462335890176  9.5  7.1   2 4443  213  67.9 -- -- 
  69945810158924672   70049473488842112  6.7  6.2 151    0  228  11.1 -- -- 
 436477460205283584  441560399381392768  8.9  6.8 125    1  210   7.8 -- -- 
 987335603219669120  987395045567038976  3.2  6.6  18   16  286  81.8 -- -- 
 661344183839101952  664281494793527936  7.7  6.8  58    6 1195   4.3 -- -- 
  79120616216609920   79543996913159808  7.3  6.3   3  254  228  54.5 -- -- 
5997064931348921728 5997809575606215168  1.4  6.5  47    7 2149  98.7 -- -- 
3953625835302703488 4008744250123486720  6.8  7.4  47    8 1605   6.0 -- -- 
4477221656230795136 4477569926535247488  6.1  6.4   2 2357 2331   1.5 -- -- 
 661419259867455488  664323276234817664  9.2  6.4  58    6 1195   4.1 -- -- 
 249087281167662464  441481165827089024  6.1  6.1 125    1  210   5.0 -- -- 
3958022919740939904 3959212282084332544  7.0  7.9  47    8 1605   9.8 -- -- 
6499224123821631232 6507613981656730496  9.0  6.9   2 3916 1203  77.9 -- -- 
 826342190103094912 1018356365292208512  5.4  6.7   2 1219 1195 101.1 -- -- 
5303232274856959232 5303854289203215616  6.2  6.6  23   12 1267  13.6 -- -- 
5538812227471020672 5586861641519108352  6.4  7.0  12   21  991   3.0 -- -- 
  63730305286697600   66745612851296256  6.9  6.4 151    0  228  11.7 -- -- 
6053025503361337984 6054195349372231808  7.2  7.2 114    3 1578  28.4 -- -- 
1465042241205948160 4012355492985733376  8.7  6.9   2 2668 1605  34.7 -- -- 
 436536249718223744  441481165827089024  4.6  6.4 125    1  210   6.5 -- -- 
  68444873706967808   71371258264471424  8.2  6.6 151    0  228   9.2 -- -- 
 436786663491188096  442921800934903424  5.4  6.6 125    1  210  10.7 -- -- 
  66555981449928832   66729257611496704  4.9  7.2 151    0  228   7.6 -- -- 
 249087281167662464  250324850223865472  6.2  6.1 125    1  210   5.0 -- -- 
4896862775910908032 4896862775911556736  6.1  6.3   2 3683  542 139.2 -- -- 
5709105825332469760 5709106753045404288  2.6  7.4   2 2063  402  82.5 -- -- 
5239869103371472000 5239926827735288960  2.1  6.3  59    5 1459   2.9 -- -- 
  65017627244152064   66838452861270272  8.4  7.3 151    0  228  11.2 -- -- 
  66746437479801088   68097015715726208  9.4  6.8 151    0  228  13.3 -- -- 
5870290793989676544 6062016416096435968  4.4  7.8 114    3 1578  42.2 -- -- 
4010481375416160000 4016309611677805568  8.9  6.7  47    8 1605   5.0 -- -- 
5849824484550870016 5850633347151613824  9.4  6.8   3  128 1578  36.9 -- -- 
2254886074106562176 2261800284258117504  7.5  6.6   2 1914  286 108.3 -- -- 
2488166157635469184 5178334213568636544 10.0  7.3   2 1285  213  75.9 -- -- 
  64979728452744192   69819022723623296  3.8  7.5 151    0  228   5.0 -- -- 
  45142202225515008 3312197930211158784  1.7  7.5 118    2  276   6.7 -- -- 
4008525241151501824 4009051048227419520  2.7  6.7  47    8 1605   1.9 -- -- 
4038279743787527552 4038279846866741760  0.3  8.3   2 1939 1803  59.5 -- -- 
2348830512245670912 2386898972054841088  8.0  7.2   2  503 1803  40.8 -- -- 
  68444873706967808   69964879813013248  8.1  6.3 151    0  228   9.2 -- -- 
6054163291733782016 6054195349372231808  7.2  7.6 114    3 1578  30.9 -- -- 
5249765910612281728 5255968668022499456  6.3  6.2  10   23 1459  65.9 -- -- 
5318077502894130944 5318296271349488640  9.0  6.0  36    9 1197  12.6 -- -- 
 249180396057550848  249180567856242048  2.3  6.3 125    1  210   2.8 -- -- 
1151169501547463168 1151169501547463424  2.4  6.1   2 2397  286  71.8 -- -- 
 566160149417623936  566274567346826496  9.3  6.2   2 4273  286  58.3 -- -- 
4022614176991019904 4022614383149449472  2.2  9.6   2 3362 1605  26.9 -- -- 
  43789768566924416 3311024785663873920  6.9  6.9 118    2  276   7.9 -- -- 
  65292230272755200   67369654414221952  5.1  6.2 151    0  228   6.4 -- -- 
6832643156563990144 6832661882622603904  4.8  7.0   2 3276 1803 142.6 -- -- 
  64979728452744192   70049473488842112  6.2  6.7 151    0  228   5.0 -- -- 
 661206573087872256  664281494793527936  5.7  6.8  58    6 1195   3.1 -- -- 
  65007078804476928   65212103363335296  6.0  7.3 151    0  228   5.7 -- -- 
  64109911675780224   64449729487990912  6.4  6.5 151    0  228   5.1 -- -- 
 736173921568995328  736174024648210176  1.1  8.0   2 3039 1605  35.7 -- -- 
1354120140941172608 1356350191040485504  8.1  6.8   2 1025 1803 103.2 -- -- 
5239637759256457472 5241109696086432640  4.6  6.7  59    5 1459   3.2 -- -- 
2798490738911413376 2854774258101049344  8.0  7.3   2  791  276  52.8 -- -- 
 248924965763985280  249164418780724224  3.7  6.6 125    1  210   5.0 -- -- 
3309956850635519488 3311000115371733504  5.4  6.7 118    2  276   1.9 -- -- 
 436786663491188096  441597954577636608  8.1  7.0 125    1  210  10.7 -- -- 
1461253702093483648 1462929460893732736  6.1  6.4   2 2273 1605  14.6 -- -- 
 249267120037890432  436536249718223744  8.9  6.8 125    1  210   6.3 -- -- 
5443805729817402880 5459060113624502784  8.2  6.9   2 3600 1803  46.6 -- -- 
5940769248818680576 5940950015401183360  7.0  6.4   2 2812 1578  72.2 -- -- 
4009295139808743936 4009300946604526208  0.6  7.3  47    8 1605   4.5 -- -- 
6755191942596582016 6851220470668695168  9.8  6.2   2 3609 1803  86.9 -- -- 
6263694370781437952 6263694473860652416  2.9  6.9   2 3135 2132 121.5 -- -- 
  65150943028579200   69335615566555904  7.1  6.6 151    0  228   2.8 -- -- 
  69964879813013248   70242781377368704  3.0  6.8 151    0  228   3.3 -- -- 
1191103523350967552 1191103626430182272  4.1  6.3   2 1250 1605  95.8 -- -- 
5248233260122644096 5296867683077531776  6.5  6.0   4   97 1197  84.1 -- -- 
3811594118682637184 3905850371448630144  8.8  6.6   2 2103 1803  33.4 -- -- 
6054163291733782016 6071169128847027456  9.6  6.1 114    3 1578  30.9 -- -- 
3313689417734366720 3313947699887831808  4.7  6.3 118    2  276   4.4 -- -- 
1561439689788561664 1608103444306993664  8.0  7.1  29   10 1605  51.9 -- -- 
6065984175603789440 6069244399378772992  3.9  6.4   6   42 1578  54.6 -- -- 
 435341561615535360  441454914984502656  5.1  6.4 125    1  210   7.2 -- -- 
 614637136050242048  619426196383345536  4.9  6.7   2 3678 1605  54.9 -- -- 
 659472230933525760  661246018066598656  3.8  6.0  58    6 1195  11.5 -- -- 
2291116940746541312 2296921915463788928  3.9  6.0   2 2710 2905 118.1 -- -- 
 341482060748460928  341961928854170112  7.5  6.0   4   94  210  56.5 -- -- 
1299492967300264704 1300294923592934272  8.6  6.1   2  322 2168 136.9 -- -- 
  64449729487990912   66746437479801088  8.7  6.8 151    0  228   8.6 -- -- 
2565584832931440128 2565584867291178368  0.5  8.3   2 1725  276  44.8 -- -- 
3174880094816787328 3184242401967746688  8.4  6.3   2 2688  213  80.8 -- -- 
2229676849460413440 2232052791010435712  9.7  6.6   2 1159 1803  83.0 -- -- 
6495758806768343936 6495759425245947264  0.2  6.3   2 3794 1203  75.1 -- -- 
  66558249192653952   70049473488842112  5.2  7.0 151    0  228   6.5 -- -- 
  65819961494790400   66558249192653952  6.3  7.2 151    0  228   4.4 -- -- 
6307700743134946688 6307702151884219136  1.9  7.6   2 4158 1605  93.0 -- -- 
 441558440876307584  441780164270958464  8.3  6.5 125    1  210   9.9 -- -- 
1131725428684679296 1132507009652893312  6.5  6.5   2 3667  286  60.5 -- -- 
3213285726737729536 3215391463303609216  6.5  6.9   2 1952  402  34.0 -- -- 
5971000664617273344 6019085606635242240  6.7  6.0  25   11 2149  65.1 -- -- 
5066370841432977536 5066370841433899008  5.3  6.9   2 1903  213  51.1 -- -- 
3264296297397491840 3268279690586355328  8.7  6.7   2 4512  228 104.5 -- -- 
5658231834631301376 5663679021394071168  7.4  6.7   2 3279 1803  82.9 -- -- 
6247220594220206976 6247236056104982912  3.1  7.3   3  193 2132  75.5 -- -- 
  61554646652580736   65119160271381248  7.1  6.2 151    0  228  10.6 -- -- 
 435641144174237568  436455126375970304  7.5  6.3 125    1  210  13.1 -- -- 
6232867844309158784 6305207875396452992 10.0  6.7   2 4087 2132 117.9 -- -- 
 227110895586881792  229867646114364032  6.1  6.5   2 3757  210  50.0 -- -- 
  64899017426872960   65437640685532288  5.3  6.7 151    0  228   5.6 -- -- 
  67618281484716544   69819022723623296  7.2  6.9 151    0  228   6.6 -- -- 
 248376137662086784  250324850223865472  8.6  6.3 125    1  210  11.2 -- -- 
  69819400680743808   69917635172718720  4.4  6.2 151    0  228  12.2 -- -- 
  65089336018173440   69876712724339456  5.9  6.5 151    0  228   2.7 -- -- 
  67799185503558016   69643753698133376  9.7  7.3 151    0  228   8.5 -- -- 
 627216236266227968  639818907263448704  5.5  6.4   2 1476 1605  72.1 -- -- 
  64879398017459072   65207705316826752  2.1  6.4 151    0  228   2.8 -- -- 
4008681509241392256 4010481375416160000 10.0  7.0  47    8 1605   5.9 -- -- 
  67680850564641792   68296886313838848  9.1  6.4 151    0  228   7.8 -- -- 
5239660367966484736 5239883946781824256  6.0  6.4  59    5 1459   5.0 -- -- 
  67799185503558016   69872039800655744  7.8  6.3 151    0  228   8.5 -- -- 
 441597954577636608  442750826879003648  9.0  6.9 125    1  210   5.9 -- -- 
 478462517870922240  479211216570579712  2.4  7.4   2 1734  286  35.4 -- -- 
5995529978756748544 6008413506258618624  6.7  7.0  47    7 1578  93.1 -- -- 
  65150943028579200   66581957412169728  8.5  6.7 151    0  228   2.8 -- -- 
  68306094723718528   69876712724339456  7.8  6.3 151    0  228   1.9 -- -- 
5831442643001023872 5831572213572064256  5.0  6.7   2 1193 1720 129.4 -- -- 
  64449729487990912   64952824777149440  3.7  7.1 151    0  228   8.6 -- -- 
  53783848223326976   66558249192653952  9.0  6.5 151    0  228  13.9 -- -- 
5794214828551165824 5794728403559020800  7.3  6.3   2 2679 1503 105.4 -- -- 
  69876712724339456   69904097435804672  1.3  6.3 151    0  228   6.4 -- -- 
2320926178443221888 2333013075407421824  5.1  7.1  16   17    6   6.7 -- -- 
3309967055477808000 3405988677241799040  7.2  6.2 118    2  276   8.3 -- -- 
 242888956163684096  441481165827089024  8.4  6.5 125    1  210   8.0 -- -- 
2280872069354799616 2285183632404848896  7.6  6.2   2 2126  286  82.9 -- -- 
  68322140721525760   68444873706967808  3.6  7.6 151    0  228   6.3 -- -- 
  64313218247427456   64739244643463552  5.2  6.6 151    0  228  12.5 -- -- 
5796028198102064512 5820446392854476928  9.8  6.9   2 3963 1578  41.5 -- -- 
  64899017426872960   66507465499396224  6.4  6.6 151    0  228   5.6 -- -- 
5239740804110817664 5239869103371472000  4.2  8.1  59    5 1459   2.0 -- -- 
4810658659111767040 4812175916438907136  0.6  8.2   3  258  276  58.2 -- -- 
  64449729487990912   65207705316826752  7.0  6.4 151    0  228   8.6 -- -- 
3404850785786832512 3405127244241184256  1.1  7.3 118    2  276  12.3 -- -- 
2207540862896477696 2214113262371243136  6.5  6.2   2 3158 1803  43.4 -- -- 
3309967055477808000 3405113740864365440  6.4  6.5 118    2  276   8.3 -- -- 
  65120465942548864   66786500935624320  9.4  6.1 151    0  228   3.7 -- -- 
 392783658393085952  394095719362198784  8.0  6.5   2 4096 2905  68.6 -- -- 
  49809491645958528   51619115986889472  7.3  7.3 151    0  228  14.6 -- -- 
5576245650595310592 5576393122591566720  6.1  6.5   8   31  991  34.2 -- -- 
  64380632054140416   70252676982016768  9.9  6.4 151    0  228   7.5 -- -- 
  64952824777149440   69811635379765760  5.4  7.3 151    0  228   5.5 -- -- 
3310903736305456512 3404812680839290368  5.0  6.5 118    2  276   1.6 -- -- 
6037707244798221056 6045380633375222528  9.4  6.7   2  890 2132  81.9 -- -- 
 435647638163950848  436477460205283584  8.6  6.9 125    1  210   3.6 -- -- 
5370431745483085568 5370885431469026560  6.3  6.6   4  100 1459  44.4 -- -- 
  64979728452744192   66506331628024832  6.3  6.7 151    0  228   5.0 -- -- 
4404091660393409792 4404091660393409920  3.0  6.1   2 2607 1605  84.4 -- -- 
  64380632054140416   69811944617410688  6.3  6.8 151    0  228   7.5 -- -- 
3168748462066702464 3168748462066702720  5.3  6.2   2 3648 1195  60.5 -- -- 
5414798104820263296 5414989144963617152  8.5  6.2   2 2497 1318  89.1 -- -- 
3012537615292970496 3015980529797273216  9.1  6.5   2 1885  542 100.4 -- -- 
  66657411397616128   69883412873314816  5.8  6.7 151    0  228   5.0 -- -- 
  51742467447748224   64928601162063744  5.2  6.8 151    0  228   9.7 -- -- 
  65289275335247872   68296886313838848  7.3  6.6 151    0  228   3.9 -- -- 
 248924965763985280  436477460205283584  9.6  7.0 125    1  210   5.0 -- -- 
 249765198807892736  441560399381392768  8.6  7.2 125    1  210  10.0 -- -- 
5521121257178803840 5527140086908467456  9.9  6.1   2 1160  991  26.2 -- -- 
 249282100885527040  436455126375970304  9.0  6.3 125    1  210   5.4 -- -- 
5860803657910460160 6054163291733782016  9.7  6.4 114    3 1578  25.2 -- -- 
  64956123312029952   68593342136568448  8.1  6.8 151    0  228   4.1 -- -- 
1110737607135870976 1110737607136602112  6.7  7.2   2 2199  286  54.1 -- -- 
  65119160271381248   69811944617410688  5.4  6.9 151    0  228   3.6 -- -- 
4650537055638705280 4650542793715011200  5.3  6.1   2 3162 1203  61.8 -- -- 
5903475291868739712 5903800403711014912  6.7  6.9  10   24 1578  80.3 -- -- 
1663887579059303040 1665196375853506176 10.0  8.0   2 1709 1605  80.2 -- -- 
5239809557944885888 5241357189281206656  3.2  6.8  59    5 1459   1.7 -- -- 
  66798492484311936   70049473488842112  3.9  6.4 151    0  228   2.5 -- -- 
2894286170518558848 2894287682347045632  2.3  6.5   2 1291  991  48.0 -- -- 
  68310561489710336   69819022723623296  1.6  7.1 151    0  228   2.9 -- -- 
  64380632054140416   68097015715726208  8.3  6.7 151    0  228   7.5 -- -- 
2865665848487396480 2869763556524886528  6.4  6.3   2  497   87  92.3 -- -- 
1664724410487020544 1665583094709194880  9.1  6.0   2 2200 1605  58.6 -- -- 
1886171893478061440 1889261555510432000  9.4  6.3   2  472 2795 134.1 -- -- 
  67618281484716544   69250231614573056  6.6  8.3 151    0  228   6.6 -- -- 
5452243072811284096 5452475344642706176  8.0  6.1   2 3137 1318 150.2 -- -- 
  64380632054140416   68444873706967808  6.9  6.9 151    0  228   7.5 -- -- 
  65119160271381248   70252676982016768  8.2  6.4 151    0  228   3.6 -- -- 
5317884435525524224 5318521671232021632  9.1  6.3  36    9 1197   5.8 -- -- 
 660225911794604416  660288790115813632  2.8  7.9  58    6 1195   7.2 -- -- 
6053750734358971520 6054752664340005376  2.9  6.3 114    3 1578  32.7 -- -- 
  50298121485861120 3313947699887831808  5.2  6.6 118    2  276   5.9 -- -- 
4365273539813688832 4365650844102350080  8.2  6.8   2 1578 2132  36.8 -- -- 
 819389771922020224 1011670784839945728  5.5  6.2   2  414 1195 124.6 -- -- 
  64956123312029952   65221483571888128  3.3  7.3 151    0  228   4.1 -- -- 
1240831582416822912 1240831582417218688  7.0  6.9   2 3833 1605 209.2 -- -- 
 831917813567903616  832166131396899328  7.2  6.3   2 1551 1605  88.5 -- -- 
6504290329804413696 6506346794505707776  8.5  6.6   2 4089 1203  84.5 -- -- 
  64879398017459072   68444873706967808  8.6  6.5 151    0  228   2.8 -- -- 
 660225911794604416  661344183839101952  8.4  6.1  58    6 1195   7.2 -- -- 
  65188085906203520   66724447247218048  8.2  7.0 151    0  228   6.2 -- -- 
5317261802706432000 5318499818442087936  8.4  6.2  36    9 1267  12.6 -- -- 
  61554646652580736   64449729487990912  5.3  6.3 151    0  228  10.6 -- -- 
5450476260704996096 5451783305152578048  6.1  7.3   2 3107 1267  80.5 -- -- 
 380502319669081344  383167948171203328  7.3  6.2   2  941   87  76.3 -- -- 
6045183374111284224 6045625687026827904  6.5  6.1   9   27 2132  81.0 -- -- 
4108767097780946176 6034500381696855168  6.4  6.0   2 2177 1803  81.9 -- -- 
 661422764560767360  664281494793527936  7.6  7.3  58    6 1195   4.2 -- -- 
6042272451436480256 6049605025764644608  9.6  6.3   2  619 2132  90.4 -- -- 
5240380376282066816 5241066608973054080  9.9  6.1  59    5 1459   8.8 -- -- 
  64109911675780224   66581957412169728  5.6  7.0 151    0  228   5.1 -- -- 
5297628785640738176 5300857707694137728  6.2  6.4   3  277 1267  18.4 -- -- 
1595337117876913920 1596105058029208832  2.9  6.4   2 3230 1605 111.4 -- -- 
2121240023431970176 2121240229590399616  3.2  8.6   2 4329 1803  79.7 -- -- 
 459850672230999424  459955675590660480  5.9  6.3   6   46  210  35.6 -- -- 
  66507465499396224   69945810158924672  5.8  6.4 151    0  228  10.5 -- -- 
3217478508171430400 3217501391757172352  5.6  6.3   2 2297  402  53.6 -- -- 
  63144712265008512   64952824777149440  8.1  6.1 151    0  228   9.8 -- -- 
5349128638977082496 5349807999723959680  7.6  6.4   2 3858 1459  49.4 -- -- 
 435647638163950848  441358776436543488  5.9  6.1 125    1  210   3.6 -- -- 
6206731353411881728 6208356019274293504  7.8  6.5   2 4077 2149 106.6 -- -- 
4576669424942669440 4577063084465146880  9.9  6.8   2 2272 2132  91.3 -- -- 
  63144712265008512   65188085906203520  9.7  6.5 151    0  228   9.8 -- -- 
  65207705316826752   66715273197982848  0.5  7.2 151    0  228   2.0 -- -- 
2099652933689621376 2100403797052916736  0.7  7.4   2 1317 1803  20.4 -- -- 
  65437640685532288   66480939781378048  5.5  6.8 151    0  228   7.1 -- -- 
  70234878637524480   70252676982016768  5.8  7.0 151    0  228   4.1 -- -- 
2072164765035158912 2072164799394897152  0.6  8.3   2  412 1803  66.1 -- -- 
 242888956163684096  249164418780724224  6.4  6.6 125    1  210   8.0 -- -- 
  65437640685532288   66745612851296256  8.8  7.1 151    0  228   7.1 -- -- 
  64956123312029952   66789868189090816  3.3  7.3 151    0  228   4.1 -- -- 
2944855115460249472 2944855115460249600  3.9  6.8   2 1049  402  66.4 -- -- 
3310903736305456512 3311492799660064384  2.9  7.2 118    2  276   1.6 -- -- 
  63378976961208704   64380632054140416  3.9  7.6 151    0  228   9.0 -- -- 
  64109911675780224   65437640685532288  4.2  7.1 151    0  228   5.1 -- -- 
3953787429152384256 4002565304013314944  5.7  6.8  47    8 1605   5.0 -- -- 
  66789868189090816   70242781377368704  4.4  7.5 151    0  228   2.8 -- -- 
  64956123312029952   66506331628024832  5.3  6.9 151    0  228   4.1 -- -- 
 500350633284714240  500494738026987136  3.5  6.5  13   20  286  12.8 -- -- 
3224747516981882496 3224747551341620736  0.5  7.3   2 3505  402  23.5 -- -- 
2058751272937906048 2058751341657381376  8.9  6.5   2 2338 1803 129.2 -- -- 
2172459054624942208 2173481325560999808  9.8  6.6   2 3300 2905  69.3 -- -- 
5631672925105001472 5635901028349372416  8.4  6.0   2 2636 1197  67.4 -- -- 
  48061405596787712  145373372976256512  5.1  7.8 118    2  276   4.1 -- -- 
5969286766508518656 6017520314391472128  5.9  6.4  25   11 2149  59.8 -- -- 
5366651315270051072 5392408990057860096  7.9  6.2   2 3290 1203  65.7 -- -- 
2032092136054687232 2032477136916444928  5.4  6.1   2 4134 2499 107.4 -- -- 
2923990061258631296 2923993016196129920  1.6  6.9   2 1205  991  65.8 -- -- 
3493760044788458752 3494092921933149312  6.2  6.8   3  136 1605  77.8 -- -- 
  63502259702709888   64952824777149440  6.8  7.2 151    0  228   7.1 -- -- 
  65113559634339200   69847610026687104  7.0  6.9 151    0  228   9.9 -- -- 
3304121295750824192 3310422940487123712  7.6  7.0   2 2490  402  31.5 -- -- 
 250324850223865472  442265083255962624  9.0  6.2 125    1  210  10.5 -- -- 
  68317605236065408   69904097435804672  3.2  6.0 151    0  228   3.1 -- -- 
2249174214278272128 2250870485841611904  8.8  6.9   2 3551 2905 100.9 -- -- 
  63144712265008512   66715101399291392  9.6  6.2 151    0  228   9.8 -- -- 
5855753394847328128 5862028926180779264  9.7  6.3 114    3 1578  21.8 -- -- 
